Cluster,Ray
Ptr02,0.204212575
Ptr02,0.162241246
Ptr02,0.151159271
Ptr02,0.05716783
Ptr02,0.19776292
Ptr02,0.116582313
Ptr02,0.243203941
Ptr02,0.211786859
Ptr02,0.138887865
Ptr02,0.165561501
Ptr02,0.192737067
Ptr02,0.141682227
Ptr02,0.178790676
Ptr02,0.215401697
Ptr02,0.147027195
Ptr02,0.156781205
Ptr02,0.125035847
Ptr02,0.161398912
Ptr02,0.1853929
Ptr02,0.206078952
Ptr02,0.148511835
Ptr02,0.269570262
Ptr02,0.143226426
Ptr02,0.108857442
Ptr02,0.217084673
Ptr02,0.33872104
Ptr02,0.175189909
Ptr02,0.151155714
Ptr02,0.13231948
Ptr02,0.213352447
Ptr02,0.335849185
Ptr02,0.196952861
Ptr02,0.216634388
Ptr02,0.175067623
Ptr02,0.150973281
Ptr02,0.216239087
Ptr02,0.159441183
Ptr02,0.145967448
Ptr02,0.158193535
Ptr02,0.221852203
Ptr02,0.075766723
Ptr02,0.229894838
Ptr02,0.160411048
Ptr02,0.156278066
Ptr02,0.188906475
Ptr02,0.220513098
Ptr02,0.237428423
Ptr02,0.113994097
Ptr02,0.194623544
Ptr02,0.192983467
Ptr02,0.258178857
Ptr02,0.134302791
Ptr02,0.239396594
Ptr02,0.195377956
Ptr02,0.232874759
Ptr02,0.170703131
Ptr02,0.186420902
Ptr02,0.128308067
Ptr02,0.155212043
Ptr02,0.233309192
Ptr02,0.142372227
Ptr02,0.22190855
Ptr02,0.245803558
Ptr02,0.186728414
Ptr02,0.119804255
Ptr02,0.142093888
Ptr02,0.224505233
Ptr02,0.134124965
Ptr02,0.191139968
Ptr02,0.163078894
Ptr02,0.121212667
Ptr02,0.206338111
Ptr02,0.148811566
Ptr02,0.177678637
Ptr02,0.180881712
Ptr02,0.193952626
Ptr02,0.223715281
Ptr02,0.17875628
Ptr02,0.200235037
Ptr02,0.16911994
Ptr02,0.184489227
Ptr02,0.160989276
Ptr02,0.209599983
Ptr02,0.206906156
Ptr02,0.201630363
Ptr02,0.154712225
Ptr02,0.184427914
Ptr02,0.154895142
Ptr02,0.206839496
Ptr02,0.142745909
Ptr02,0.239990657
Ptr02,0.115561143
Ptr02,0.150187623
Ptr02,0.153771108
Ptr02,0.218797905
Ptr02,0.209669943
Ptr02,0.247152463
Ptr02,0.193340798
Ptr02,0.223523966
Ptr02,0.229490691
Ptr02,0.240023501
Ptr02,0.128146354
Ptr02,0.189283023
Ptr02,0.153942973
Ptr02,0.186208929
Ptr02,0.084153105
Ptr02,0.232131292
Ptr02,0.164281758
Ptr02,0.179124189
Ptr02,0.176053258
Ptr02,0.328987795
Ptr02,0.210167689
Ptr02,0.157678877
Ptr02,0.22907691
Ptr02,0.185097747
Ptr02,0.2055407
Ptr02,0.103300558
Ptr02,0.184169855
Ptr02,0.180877697
Ptr02,0.163794459
Ptr02,0.232874191
Ptr02,0.20741112
Ptr02,0.191732752
Ptr02,0.193706695
Ptr02,0.130613772
Ptr02,0.136748437
Ptr02,0.226277826
Ptr02,0.128604783
Ptr02,0.207548387
Ptr02,0.167747223
Ptr02,0.170750101
Ptr02,0.145382571
Ptr02,0.134200535
Ptr02,0.214717167
Ptr02,0.194190048
Ptr02,0.261207461
Ptr02,0.184572507
Ptr02,0.225196982
Ptr02,0.230442979
Ptr02,0.177296393
Ptr02,0.180838757
Ptr02,0.182501927
Ptr02,0.10878725
Ptr02,0.198321938
Ptr02,0.188773995
Ptr02,0.204782142
Ptr02,0.143388245
Ptr02,0.238600575
Ptr02,0.355129346
Ptr02,0.216646788
Ptr02,0.185460062
Ptr02,0.2217412
Ptr02,0.108584476
Ptr02,0.22578529
Ptr02,0.101766825
Ptr02,0.257727129
Ptr02,0.252059993
Ptr02,0.210285142
Ptr02,0.212202798
Ptr02,0.302885742
Ptr02,0.14489738
Ptr02,0.109322454
Ptr02,0.132155601
Ptr02,0.21899276
Ptr02,0.142692769
Ptr02,0.219605531
Ptr02,0.259684064
Ptr02,0.186220802
Ptr02,0.156361953
Ptr02,0.184682246
Ptr02,0.180727797
Ptr02,0.071052665
Ptr02,0.1671752
Ptr02,0.196380361
Ptr02,0.173518565
Ptr02,0.160964265
Ptr02,0.240547212
Ptr02,0.195567369
Ptr02,0.120754128
Ptr02,0.181978536
Ptr02,0.094046687
Ptr02,0.206742998
Ptr02,0.22746083
Ptr02,0.124508512
Ptr02,0.156849022
Ptr02,0.233839918
Ptr02,0.162727578
Ptr02,0.19492323
Ptr02,0.165967625
Ptr02,0.11351104
Ptr02,0.1584587
Ptr02,0.160961199
Ptr02,0.252957926
Ptr02,0.221273216
Ptr02,0.214042496
Ptr02,0.171148892
Ptr02,0.253837599
Ptr02,0.200462045
Ptr02,0.172830437
Ptr02,0.136714988
Ptr02,0.168439356
Ptr02,0.240285596
Ptr02,0.146127066
Ptr02,0.152343697
Ptr02,0.189003989
Ptr02,0.170187613
Ptr02,0.165739604
Ptr02,0.187754205
Ptr02,0.232729227
Ptr02,0.20116652
Ptr02,0.171376558
Ptr02,0.146002324
Ptr02,0.25843578
Ptr02,0.228953968
Ptr02,0.219210561
Ptr02,0.243505561
Ptr02,0.213326519
Ptr02,0.136032655
Ptr02,0.159626139
Ptr02,0.232405359
Ptr02,0.247371227
Ptr02,0.216217756
Ptr02,0.124681697
Ptr02,0.187727881
Ptr02,0.100859797
Ptr02,0.18708771
Ptr02,0.245747755
Ptr02,0.143332197
Ptr02,0.249330631
Ptr02,0.209335188
Ptr02,0.212406235
Ptr02,0.222860288
Ptr02,0.171103466
Ptr02,0.163053284
Ptr02,0.165943938
Ptr02,0.172288649
Ptr02,0.237323011
Ptr02,0.153489589
Ptr02,0.221712193
Ptr02,0.20768083
Ptr02,0.14492214
Ptr02,0.309892737
Ptr02,0.244143745
Ptr02,0.231450423
Ptr02,0.205013406
Ptr02,0.218033827
Ptr02,0.091216348
Ptr02,0.190085152
Ptr02,0.170305683
Ptr02,0.219362562
Ptr02,0.23952329
Ptr02,0.306684993
Ptr02,0.225409858
Ptr02,0.257924459
Ptr02,0.162115128
Ptr02,0.19484097
Ptr02,0.140450737
Ptr02,0.122212733
Ptr02,0.161437518
Ptr02,0.193300192
Ptr02,0.163486613
Ptr02,0.200471642
Ptr02,0.104297632
Ptr02,0.328105441
Ptr02,0.178715978
Ptr02,0.181161086
Ptr02,0.194438588
Ptr02,0.282188463
Ptr02,0.220684099
Ptr02,0.180429635
Ptr02,0.364658285
Ptr02,0.165321642
Ptr02,0.2691945
Ptr02,0.187146336
Ptr02,0.167762198
Ptr02,0.172235351
Ptr02,0.308152775
Ptr02,0.153202726
Ptr02,0.343906468
Ptr02,0.345737327
Ptr02,0.169605956
Ptr02,0.246601644
Ptr02,0.213946619
Ptr02,0.132205495
Ptr02,0.254167992
Ptr02,0.147498507
Ptr02,0.127863438
Ptr02,0.17692514
Ptr02,0.196668496
Ptr02,0.207477805
Ptr02,0.141695352
Ptr02,0.135819693
Ptr02,0.258404316
Ptr02,0.200363799
Ptr02,0.138755676
Ptr02,0.119138705
Ptr02,0.228159296
Ptr02,0.201844929
Ptr02,0.176508468
Ptr02,0.195827694
Ptr02,0.171058118
Ptr02,0.213008431
Ptr02,0.232834131
Ptr02,0.18026569
Ptr02,0.190698735
Ptr02,0.14124477
Ptr02,0.125905172
Ptr02,0.243502527
Ptr02,0.138558578
Ptr02,0.15358759
Ptr02,0.150260225
Ptr02,0.211331987
Ptr02,0.213711394
Ptr02,0.196484642
Ptr02,0.223953497
Ptr02,0.148413852
Ptr02,0.191209351
Ptr02,0.124875215
Ptr02,0.208902723
Ptr02,0.11563994
Ptr02,0.165672026
Ptr02,0.195011154
Ptr02,0.191124931
Ptr02,0.102669852
Ptr02,0.169162974
Ptr02,0.251344335
Ptr02,0.204480446
Ptr02,0.072588944
Ptr02,0.166905757
Ptr02,0.082906582
Ptr02,0.201167472
Ptr02,0.155537102
Ptr02,0.15927676
Ptr02,0.211722185
Ptr02,0.21989123
Ptr02,0.26524737
Ptr02,0.189851707
Ptr02,0.211405569
Ptr02,0.091013248
Ptr02,0.226373312
Ptr02,0.125144958
Ptr02,0.141364037
Ptr02,0.172276807
Ptr02,0.28531118
Ptr02,0.22266157
Ptr02,0.160082983
Ptr02,0.157337109
Ptr02,0.146852173
Ptr02,0.167977489
Ptr02,0.202663584
Ptr02,0.149398477
Ptr02,0.207385743
Ptr02,0.222419104
Ptr02,0.184771759
Ptr02,0.205639093
Ptr02,0.217799998
Ptr02,0.16387142
Ptr02,0.170459651
Ptr02,0.16470974
Ptr02,0.125964989
Ptr02,0.20885783
Ptr02,0.197900078
Ptr02,0.228352909
Ptr02,0.153601829
Ptr02,0.136783667
Ptr02,0.116300127
Ptr02,0.236971283
Ptr02,0.195040232
Ptr02,0.173512079
Ptr02,0.108186827
Ptr02,0.161195745
Ptr02,0.176959766
Ptr02,0.280920689
Ptr02,0.246980851
Ptr02,0.163572975
Ptr02,0.142389224
Ptr02,0.21712343
Ptr02,0.234563609
Ptr02,0.132288937
Ptr02,0.147200047
Ptr02,0.080839259
Ptr02,0.188630683
Ptr02,0.191627839
Ptr02,0.197549886
Ptr02,0.259937315
Ptr02,0.144604527
Ptr02,0.154044086
Ptr02,0.208338626
Ptr02,0.221094595
Ptr02,0.136655096
Ptr02,0.22650695
Ptr02,0.197167482
Ptr02,0.206302242
Ptr02,0.154015997
Ptr02,0.213126395
Ptr02,0.236925066
Ptr02,0.235037115
Ptr02,0.435290129
Ptr02,0.243658104
Ptr02,0.189279768
Ptr02,0.218964766
Ptr02,0.22778694
Ptr02,0.121491154
Ptr02,0.164822615
Ptr02,0.19735039
Ptr02,0.217599898
Ptr02,0.205550948
Ptr02,0.143094565
Ptr02,0.320570974
Ptr02,0.20230052
Ptr02,0.210238256
Ptr02,0.23387457
Ptr02,0.169467546
Ptr02,0.218882732
Ptr02,0.189828804
Ptr02,0.161557269
Ptr02,0.139589593
Ptr02,0.241071479
Ptr02,0.148055823
Ptr02,0.221846783
Ptr02,0.21844316
Ptr02,0.386935504
Ptr02,0.186376545
Ptr02,0.171431861
Ptr02,0.161222361
Ptr02,0.192594779
Ptr02,0.273270627
Ptr02,0.138809589
Ptr02,0.216945668
Ptr02,0.193501783
Ptr02,0.204497933
Ptr02,0.165359443
Ptr02,0.251888484
Ptr02,0.213620026
Ptr02,0.161179052
Ptr02,0.199827082
Ptr02,0.207423056
Ptr02,0.199424634
Ptr02,0.105899073
Ptr02,0.190581883
Ptr02,0.242869622
Ptr02,0.150026585
Ptr02,0.218381757
Ptr02,0.162889606
Ptr02,0.316954896
Ptr02,0.094055677
Ptr02,0.075676853
Ptr02,0.132472728
Ptr02,0.207786774
Ptr02,0.17805068
Ptr02,0.218901454
Ptr02,0.264243923
Ptr02,0.177059563
Ptr02,0.22395221
Ptr02,0.182609049
Ptr02,0.223898393
Ptr02,0.267694113
Ptr02,0.21418933
Ptr02,0.219285651
Ptr02,0.211270162
Ptr02,0.201693541
Ptr02,0.197040139
Ptr02,0.131677302
Ptr02,0.22786663
Ptr02,0.10669082
Ptr02,0.120533387
Ptr02,0.194278072
Ptr02,0.21195641
Ptr02,0.169058633
Ptr02,0.139708244
Ptr02,0.213595974
Ptr02,0.143750791
Ptr02,0.140243363
Ptr02,0.233467731
Ptr02,0.218323443
Ptr02,0.175899617
Ptr02,0.20978231
Ptr02,0.210560815
Ptr02,0.144311422
Ptr02,0.134575145
Ptr02,0.222291478
Ptr02,0.201589492
Ptr02,0.201831518
Ptr02,0.162746845
Ptr02,0.209491899
Ptr02,0.091596833
Ptr02,0.231785889
Ptr02,0.186649582
Ptr02,0.14784841
Ptr02,0.184646446
Ptr02,0.178462708
Ptr02,0.146561571
Ptr02,0.188936338
Ptr02,0.156339271
Ptr02,0.136368366
Ptr02,0.142436638
Ptr02,0.115903292
Ptr02,0.229259772
Ptr02,0.230923237
Ptr02,0.152650836
Ptr02,0.16751317
Ptr02,0.170953763
Ptr02,0.21510398
Ptr02,0.132785663
Ptr02,0.171974093
Ptr02,0.246690597
Ptr02,0.201887401
Ptr02,0.237966139
Ptr02,0.14306146
Ptr02,0.192660497
Ptr02,0.162882316
Ptr02,0.269063835
Ptr02,0.192501821
Ptr02,0.224238861
Ptr02,0.21349171
Ptr02,0.16800059
Ptr02,0.379871102
Ptr02,0.165550588
Ptr02,0.151261039
Ptr02,0.103484405
Ptr02,0.293588191
Ptr02,0.208907245
Ptr02,0.173810912
Ptr02,0.198343067
Ptr02,0.180345188
Ptr02,0.141760951
Ptr02,0.09075216
Ptr02,0.220735787
Ptr02,0.123434392
Ptr02,0.085053139
Ptr02,0.284316645
Ptr02,0.169910339
Ptr02,0.222285137
Ptr02,0.144760615
Ptr02,0.179986705
Ptr02,0.253996919
Ptr02,0.170675843
Ptr02,0.177071613
Ptr02,0.205871188
Ptr02,0.160228971
Ptr02,0.167128439
Ptr02,0.211491865
Ptr02,0.171410702
Ptr02,0.152838136
Ptr02,0.152584429
Ptr02,0.218309852
Ptr02,0.137692154
Ptr02,0.162516528
Ptr02,0.478273018
Ptr02,0.140475504
Ptr02,0.218131404
Ptr02,0.249389625
Ptr02,0.213023815
Ptr02,0.216630119
Ptr02,0.209038259
Ptr02,0.159066936
Ptr02,0.186378405
Ptr02,0.211481745
Ptr02,0.178882865
Ptr02,0.240904522
Ptr02,0.215898115
Ptr02,0.109769738
Ptr02,0.151490391
Ptr02,0.164704234
Ptr02,0.237312728
Ptr02,0.178129658
Ptr02,0.184526982
Ptr02,0.119717463
Ptr02,0.226863641
Ptr02,0.227324641
Ptr02,0.123855581
Ptr02,0.131869027
Ptr02,0.163516876
Ptr02,0.188312876
Ptr02,0.276450624
Ptr02,0.230756376
Ptr02,0.144582862
Ptr02,0.222610904
Ptr02,0.223574384
Ptr02,0.112569629
Ptr02,0.204581893
Ptr02,0.195538106
Ptr02,0.243854937
Ptr02,0.128594008
Ptr02,0.184435979
Ptr02,0.149662798
Ptr02,0.37659193
Ptr02,0.245737497
Ptr02,0.180745926
Ptr02,0.174546987
Ptr02,0.229333857
Ptr02,0.170114658
Ptr02,0.246846473
Ptr02,0.240327282
Ptr02,0.195550676
Ptr02,0.18737986
Ptr02,0.170737183
Ptr02,0.19038004
Ptr02,0.176239491
Ptr02,0.233161343
Ptr02,0.191005719
Ptr02,0.168685428
Ptr02,0.226837553
Ptr02,0.260831441
Ptr02,0.208255297
Ptr02,0.199886157
Ptr02,0.189966341
Ptr02,0.099644635
Ptr02,0.158293084
Ptr02,0.225384034
Ptr02,0.223955806
Ptr02,0.249090857
Ptr02,0.201981494
Ptr02,0.154237064
Ptr02,0.362390643
Ptr02,0.197823708
Ptr02,0.096711812
Ptr02,0.14911665
Ptr02,0.132760639
Ptr02,0.131022377
Ptr02,0.152457669
Ptr02,0.172003916
Ptr02,0.194712645
Ptr02,0.183426366
Ptr02,0.176439982
Ptr02,0.130033626
Ptr02,0.136460911
Ptr02,0.241028357
Ptr02,0.175210143
Ptr02,0.181789821
Ptr02,0.162246964
Ptr02,0.162358035
Ptr02,0.168130522
Ptr02,0.190427286
Ptr02,0.252982035
Ptr02,0.183222602
Ptr02,0.160676335
Ptr02,0.140061343
Ptr02,0.156723929
Ptr02,0.23678021
Ptr02,0.220027844
Ptr02,0.195073045
Ptr02,0.204147628
Ptr02,0.206903202
Ptr02,0.10072157
Ptr02,0.291941192
Ptr02,0.192816907
Ptr02,0.237495343
Ptr02,0.222008286
Ptr02,0.245360406
Ptr02,0.16817879
Ptr02,0.446164794
Ptr02,0.209857766
Ptr02,0.205503971
Ptr02,0.206897872
Ptr02,0.139405935
Ptr02,0.236913117
Ptr02,0.201355751
Ptr02,0.187822733
Ptr02,0.196831583
Ptr02,0.183835909
Ptr02,0.27355918
Ptr02,0.183375218
Ptr02,0.335204476
Ptr02,0.252677133
Ptr02,0.190307815
Ptr02,0.235620268
Ptr02,0.131279829
Ptr02,0.185502146
Ptr02,0.231432929
Ptr02,0.166643326
Ptr02,0.162855045
Ptr02,0.230117714
Ptr02,0.208538299
Ptr02,0.211466536
Ptr02,0.13723029
Ptr02,0.259973218
Ptr02,0.209043528
Ptr02,0.180291435
Ptr02,0.252727663
Ptr02,0.234365625
Ptr02,0.256582265
Ptr02,0.241360548
Ptr02,0.203534372
Ptr02,0.236637676
Ptr02,0.233247734
Ptr02,0.231178175
Ptr02,0.296384818
Ptr02,0.202539482
Ptr02,0.251743742
Ptr02,0.130460086
Ptr02,0.167325574
Ptr02,0.151745295
Ptr02,0.255055457
Ptr02,0.164798858
Ptr02,0.139063134
Ptr02,0.159986781
Ptr02,0.228320397
Ptr02,0.174189154
Ptr02,0.18474374
Ptr02,0.242919131
Ptr02,0.228125531
Ptr02,0.195976368
Ptr02,0.264555847
Ptr02,0.202042957
Ptr02,0.157770562
Ptr02,0.090414033
Ptr02,0.225002865
Ptr02,0.218558661
Ptr02,0.147711669
Ptr02,0.167127667
Ptr02,0.217203316
Ptr02,0.2018204
Ptr02,0.142041372
Ptr02,0.235036478
Ptr02,0.249859064
Ptr02,0.209552023
Ptr02,0.181536069
Ptr02,0.175134763
Ptr02,0.176402675
Ptr02,0.144689565
Ptr02,0.443534872
Ptr02,0.199595202
Ptr02,0.23017213
Ptr02,0.16896384
Ptr02,0.146530947
Ptr02,0.225741338
Ptr02,0.168463791
Ptr02,0.175702734
Ptr02,0.249908803
Ptr02,0.144961544
Ptr02,0.176908667
Ptr02,0.168766569
Ptr02,0.196563969
Ptr02,0.209361641
Ptr02,0.183651343
Ptr02,0.168705574
Ptr02,0.210123594
Ptr02,0.190323436
Ptr02,0.174110764
Ptr02,0.233855901
Ptr02,0.235584734
Ptr02,0.213312994
Ptr02,0.080263477
Ptr02,0.232824152
Ptr02,0.170621118
Ptr02,0.228471697
Ptr02,0.158267529
Ptr02,0.15071998
Ptr02,0.171455555
Ptr02,0.138418046
Ptr02,0.247731781
Ptr02,0.217492245
Ptr02,0.268161281
Ptr02,0.086074082
Ptr02,0.188166371
Ptr02,0.198896175
Ptr02,0.162468327
Ptr02,0.325611271
Ptr02,0.121008917
Ptr02,0.207641998
Ptr02,0.18811826
Ptr02,0.094232326
Ptr02,0.166825826
Ptr02,0.150849752
Ptr02,0.183189884
Ptr02,0.195886795
Ptr02,0.244481477
Ptr02,0.170825125
Ptr02,0.205651996
Ptr02,0.157771195
Ptr02,0.241112885
Ptr02,0.190533543
Ptr02,0.134461237
Ptr02,0.190955383
Ptr02,0.17461164
Ptr02,0.237934824
Ptr02,0.083529838
Ptr02,0.255961069
Ptr02,0.19880196
Ptr03,0.13195336
Ptr03,0.159144555
Ptr03,0.190165358
Ptr03,0.198708212
Ptr03,0.152155057
Ptr03,0.138420145
Ptr03,0.251412195
Ptr03,0.132836326
Ptr03,0.130155741
Ptr03,0.169629369
Ptr03,0.132737938
Ptr03,0.071141535
Ptr03,0.178668538
Ptr03,0.109346795
Ptr03,0.172939202
Ptr03,0.058691423
Ptr03,0.163103199
Ptr03,0.145308987
Ptr03,0.179062483
Ptr03,0.151750529
Ptr03,0.13372838
Ptr03,0.195582021
Ptr03,0.155937807
Ptr03,0.089291252
Ptr03,0.132425584
Ptr03,0.2029266
Ptr03,0.113900494
Ptr03,0.147151553
Ptr03,0.166462085
Ptr03,0.139894501
Ptr03,0.112593024
Ptr03,0.175098055
Ptr03,0.180544668
Ptr03,0.150746628
Ptr03,0.140350472
Ptr03,0.134689209
Ptr03,0.195103627
Ptr03,0.157182529
Ptr03,0.179415351
Ptr03,0.143575282
Ptr03,0.184321665
Ptr03,0.176756415
Ptr03,0.194301163
Ptr03,0.085424607
Ptr03,0.200146046
Ptr03,0.165982789
Ptr03,0.157856783
Ptr03,0.121568818
Ptr03,0.180393164
Ptr03,0.243655288
Ptr03,0.091414532
Ptr03,0.144331864
Ptr03,0.054728067
Ptr03,0.162981139
Ptr03,0.092212746
Ptr03,0.124891343
Ptr03,0.137867941
Ptr03,0.21020214
Ptr03,0.163554468
Ptr03,0.057993342
Ptr03,0.132129605
Ptr03,0.142472635
Ptr03,0.119196235
Ptr03,0.150624934
Ptr03,0.163220294
Ptr03,0.149323863
Ptr03,0.211022983
Ptr03,0.136413638
Ptr03,0.136703874
Ptr03,0.155718883
Ptr03,0.161206742
Ptr03,0.138025819
Ptr03,0.200096904
Ptr03,0.13739751
Ptr03,0.174099481
Ptr03,0.111252678
Ptr03,0.132397554
Ptr03,0.150373037
Ptr03,0.143724538
Ptr03,0.12096212
Ptr03,0.225133874
Ptr03,0.181986485
Ptr03,0.123927211
Ptr03,0.169452845
Ptr03,0.1207123
Ptr03,0.139163361
Ptr03,0.172928079
Ptr03,0.135984662
Ptr03,0.156240703
Ptr03,0.197659429
Ptr03,0.193724474
Ptr03,0.141911795
Ptr03,0.149322749
Ptr03,0.079770022
Ptr03,0.130301335
Ptr03,0.199629503
Ptr03,0.189389027
Ptr03,0.200538493
Ptr03,0.19895453
Ptr03,0.143572553
Ptr03,0.144241302
Ptr03,0.106430793
Ptr03,0.172592671
Ptr03,0.111128208
Ptr03,0.168383618
Ptr03,0.163004427
Ptr03,0.104054551
Ptr03,0.18084591
Ptr03,0.133718821
Ptr03,0.083101465
Ptr03,0.125312336
Ptr03,0.149320211
Ptr03,0.169915394
Ptr03,0.137681673
Ptr03,0.0998925
Ptr03,0.077627847
Ptr03,0.14677507
Ptr03,0.138824241
Ptr03,0.183702209
Ptr03,0.223169974
Ptr03,0.212139705
Ptr03,0.140203045
Ptr03,0.189972014
Ptr03,0.193457351
Ptr03,0.156210405
Ptr03,0.128727385
Ptr03,0.243305896
Ptr03,0.143389885
Ptr03,0.168845223
Ptr03,0.119226374
Ptr03,0.190676716
Ptr03,0.188738912
Ptr03,0.094949036
Ptr03,0.132738809
Ptr03,0.136605792
Ptr03,0.181911768
Ptr03,0.149557949
Ptr03,0.05701089
Ptr03,0.106720606
Ptr03,0.1630952
Ptr03,0.148406156
Ptr03,0.179056726
Ptr03,0.158167025
Ptr03,0.144881684
Ptr03,0.164426762
Ptr03,0.119014681
Ptr03,0.178693833
Ptr03,0.121442756
Ptr03,0.193576834
Ptr03,0.138322869
Ptr03,0.215267704
Ptr03,0.132446077
Ptr03,0.161179438
Ptr03,0.105542179
Ptr03,0.060525226
Ptr03,0.139359565
Ptr03,0.130408731
Ptr03,0.14160913
Ptr03,0.168326455
Ptr03,0.242707878
Ptr03,0.16451199
Ptr03,0.214696093
Ptr03,0.131547141
Ptr03,0.050406197
Ptr03,0.158416628
Ptr03,0.167016222
Ptr03,0.084231092
Ptr03,0.120829414
Ptr03,0.136726543
Ptr03,0.21059594
Ptr03,0.137927958
Ptr03,0.156670844
Ptr03,0.170048647
Ptr03,0.161334705
Ptr03,0.114856662
Ptr03,0.20941713
Ptr03,0.106344084
Ptr03,0.151629896
Ptr03,0.101153076
Ptr03,0.137843571
Ptr03,0.125647639
Ptr03,0.142813648
Ptr03,0.193244603
Ptr03,0.093230041
Ptr03,0.169739369
Ptr03,0.237645589
Ptr03,0.186296488
Ptr03,0.146982118
Ptr03,0.134062566
Ptr03,0.189856649
Ptr03,0.185719369
Ptr03,0.120155854
Ptr03,0.18218831
Ptr03,0.107731873
Ptr03,0.159562205
Ptr03,0.197757263
Ptr03,0.187980411
Ptr03,0.163935847
Ptr03,0.121781174
Ptr03,0.123858605
Ptr03,0.166027285
Ptr03,0.195956036
Ptr03,0.156295038
Ptr03,0.178665098
Ptr03,0.165383204
Ptr03,0.211860625
Ptr03,0.123259407
Ptr03,0.120140335
Ptr03,0.16643165
Ptr03,0.153545193
Ptr03,0.114588521
Ptr03,0.165272912
Ptr03,0.241044325
Ptr03,0.172782783
Ptr03,0.131816434
Ptr03,0.236630739
Ptr03,0.227025416
Ptr03,0.147126944
Ptr03,0.135253594
Ptr03,0.186248197
Ptr03,0.208320468
Ptr03,0.187909172
Ptr03,0.077164271
Ptr03,0.119010265
Ptr03,0.147115204
Ptr03,0.13444112
Ptr03,0.164768267
Ptr03,0.215863841
Ptr03,0.117238682
Ptr03,0.19444055
Ptr03,0.152459644
Ptr03,0.122837521
Ptr03,0.122986392
Ptr03,0.213282235
Ptr03,0.232112095
Ptr03,0.119476841
Ptr03,0.141021564
Ptr03,0.153222726
Ptr03,0.184324177
Ptr03,0.221965307
Ptr03,0.154265721
Ptr03,0.133309922
Ptr03,0.14942071
Ptr03,0.190785201
Ptr03,0.118307535
Ptr03,0.106302343
Ptr03,0.124285461
Ptr03,0.207691731
Ptr03,0.145332434
Ptr03,0.177083034
Ptr03,0.243759063
Ptr03,0.132210145
Ptr03,0.198169884
Ptr03,0.132544287
Ptr03,0.160174004
Ptr03,0.125425408
Ptr03,0.164670313
Ptr03,0.184269391
Ptr03,0.15123141
Ptr03,0.076297004
Ptr03,0.102589205
Ptr03,0.132680728
Ptr03,0.146509503
Ptr03,0.155727182
Ptr03,0.076632999
Ptr03,0.196392527
Ptr03,0.11897912
Ptr03,0.15857241
Ptr03,0.196942007
Ptr03,0.158461722
Ptr03,0.124550192
Ptr03,0.171745655
Ptr03,0.124084244
Ptr03,0.220090314
Ptr03,0.242638299
Ptr03,0.204429854
Ptr03,0.094961722
Ptr03,0.163399224
Ptr03,0.131772925
Ptr03,0.165585999
Ptr03,0.20766878
Ptr03,0.140788037
Ptr03,0.146841052
Ptr03,0.135833883
Ptr03,0.139413125
Ptr03,0.178604408
Ptr03,0.162118046
Ptr03,0.154213496
Ptr03,0.230104443
Ptr03,0.147068389
Ptr03,0.096543521
Ptr03,0.218891809
Ptr03,0.111863388
Ptr03,0.148316678
Ptr03,0.146547967
Ptr03,0.245821562
Ptr03,0.129599647
Ptr03,0.151130648
Ptr03,0.137189469
Ptr03,0.14707353
Ptr03,0.279924389
Ptr03,0.173252242
Ptr03,0.115362813
Ptr03,0.098828408
Ptr03,0.147412631
Ptr03,0.143100515
Ptr03,0.220932145
Ptr03,0.187133336
Ptr03,0.162033231
Ptr03,0.137138736
Ptr03,0.232136863
Ptr03,0.156536186
Ptr03,0.18331324
Ptr03,0.109727703
Ptr03,0.110175569
Ptr03,0.142036628
Ptr03,0.135135709
Ptr03,0.232844435
Ptr03,0.181789392
Ptr03,0.188520294
Ptr03,0.170208811
Ptr03,0.174445496
Ptr03,0.105239422
Ptr03,0.2219422
Ptr03,0.236023634
Ptr03,0.106426629
Ptr03,0.149133895
Ptr03,0.06212508
Ptr03,0.189030573
Ptr03,0.136244631
Ptr03,0.115410272
Ptr03,0.150199876
Ptr03,0.183105599
Ptr03,0.149338799
Ptr03,0.181041585
Ptr03,0.15548091
Ptr03,0.205492462
Ptr03,0.222278215
Ptr03,0.103688458
Ptr03,0.059262497
Ptr03,0.220271482
Ptr03,0.149925951
Ptr03,0.157936937
Ptr03,0.137835561
Ptr03,0.107305188
Ptr03,0.122153084
Ptr03,0.087630667
Ptr03,0.155132988
Ptr03,0.197777513
Ptr03,0.196644938
Ptr03,0.106761104
Ptr03,0.122509181
Ptr03,0.178949793
Ptr03,0.147483225
Ptr03,0.197615842
Ptr03,0.141974465
Ptr03,0.118502114
Ptr03,0.151116426
Ptr03,0.178198048
Ptr03,0.155190679
Ptr03,0.187866196
Ptr03,0.156284324
Ptr03,0.195928568
Ptr03,0.142146263
Ptr03,0.136913779
Ptr03,0.147582568
Ptr03,0.166964056
Ptr03,0.117792864
Ptr03,0.221475964
Ptr03,0.162265862
Ptr03,0.196142328
Ptr03,0.09554443
Ptr03,0.147214761
Ptr03,0.155875516
Ptr03,0.09442502
Ptr03,0.088315408
Ptr03,0.223370721
Ptr03,0.209465595
Ptr03,0.10209802
Ptr03,0.188290871
Ptr03,0.172582485
Ptr03,0.121725713
Ptr03,0.135133081
Ptr03,0.13550116
Ptr03,0.141922121
