Cluster,Vessel
Ptr02,0.167913204
Ptr02,0.21029426
Ptr02,0.23882112
Ptr02,0.144759904
Ptr02,0.185160184
Ptr02,0.147786571
Ptr02,0.195227992
Ptr02,0.209524942
Ptr02,0.235040438
Ptr02,0.176801706
Ptr02,0.185134429
Ptr02,0.161575732
Ptr02,0.1435731
Ptr02,0.282971284
Ptr02,0.230931587
Ptr02,0.201034703
Ptr02,0.181095946
Ptr02,0.169214643
Ptr02,0.275582679
Ptr02,0.400675212
Ptr02,0.203149875
Ptr02,0.26691902
Ptr02,0.161627373
Ptr02,0.182412859
Ptr02,0.232928269
Ptr02,0.213542181
Ptr02,0.169626471
Ptr02,0.18046432
Ptr02,0.252080039
Ptr02,0.110056835
Ptr02,0.237922909
Ptr02,0.148095777
Ptr02,0.200090331
Ptr02,0.210116
Ptr02,0.244557986
Ptr02,0.25016546
Ptr02,0.148115564
Ptr02,0.212032418
Ptr02,0.239311499
Ptr02,0.221047639
Ptr02,0.158007091
Ptr02,0.293339176
Ptr02,0.218449802
Ptr02,0.250113702
Ptr02,0.155275023
Ptr02,0.180396938
Ptr02,0.162662122
Ptr02,0.177867037
Ptr02,0.267265782
Ptr02,0.167043596
Ptr02,0.263493032
Ptr02,0.250968665
Ptr02,0.220136435
Ptr02,0.156730847
Ptr02,0.162536969
Ptr02,0.272303907
Ptr02,0.172638022
Ptr02,0.2114969
Ptr02,0.174792082
Ptr02,0.115242469
Ptr02,0.219710831
Ptr02,0.196758765
Ptr02,0.214982514
Ptr02,0.180050498
Ptr02,0.243816515
Ptr02,0.254550953
Ptr02,0.205358846
Ptr02,0.221605325
Ptr02,0.223689508
Ptr02,0.173112881
Ptr02,0.16349709
Ptr02,0.224873647
Ptr02,0.147023697
Ptr02,0.247854901
Ptr02,0.192364304
Ptr02,0.193302425
Ptr02,0.183322475
Ptr02,0.260816689
Ptr02,0.194400441
Ptr02,0.273496275
Ptr02,0.147761652
Ptr02,0.200125199
Ptr02,0.185087176
Ptr02,0.261115794
Ptr02,0.230467852
Ptr02,0.277647101
Ptr02,0.207930189
Ptr02,0.209945748
Ptr02,0.250130271
Ptr02,0.268473571
Ptr02,0.156585096
Ptr02,0.230500172
Ptr02,0.172769909
Ptr02,0.131113101
Ptr02,0.12152978
Ptr02,0.254551975
Ptr02,0.20076608
Ptr02,0.20779495
Ptr02,0.197095604
Ptr02,0.292715052
Ptr02,0.235868007
Ptr02,0.177479549
Ptr02,0.262816826
Ptr02,0.170349334
Ptr02,0.239142933
Ptr02,0.100493503
Ptr02,0.201726785
Ptr02,0.188370534
Ptr02,0.211137825
Ptr02,0.153188171
Ptr02,0.240951552
Ptr02,0.192929249
Ptr02,0.259042321
Ptr02,0.154575381
Ptr02,0.163534388
Ptr02,0.174695188
Ptr02,0.154993848
Ptr02,0.245418946
Ptr02,0.187586553
Ptr02,0.210917744
Ptr02,0.163416524
Ptr02,0.110544767
Ptr02,0.247907436
Ptr02,0.250115155
Ptr02,0.274918221
Ptr02,0.210727362
Ptr02,0.24169861
Ptr02,0.256533023
Ptr02,0.218150422
Ptr02,0.144380238
Ptr02,0.160876957
Ptr02,0.100091985
Ptr02,0.224940411
Ptr02,0.215575902
Ptr02,0.21805615
Ptr02,0.183475422
Ptr02,0.263848886
Ptr02,0.216116771
Ptr02,0.205010736
Ptr02,0.21131784
Ptr02,0.202839386
Ptr02,0.1278102
Ptr02,0.177452995
Ptr02,0.110980582
Ptr02,0.145851413
Ptr02,0.168783727
Ptr02,0.235337324
Ptr02,0.254138629
Ptr02,0.294983227
Ptr02,0.140433926
Ptr02,0.143414749
Ptr02,0.167113161
Ptr02,0.221789643
Ptr02,0.177974826
Ptr02,0.250328021
Ptr02,0.272720656
Ptr02,0.214486427
Ptr02,0.139700658
Ptr02,0.237282285
Ptr02,0.196898683
Ptr02,0.092261133
Ptr02,0.195198294
Ptr02,0.219571422
Ptr02,0.217371649
Ptr02,0.180524893
Ptr02,0.271631465
Ptr02,0.237250209
Ptr02,0.127792382
Ptr02,0.208587157
Ptr02,0.110470281
Ptr02,0.242138571
Ptr02,0.248784344
Ptr02,0.12416035
Ptr02,0.148104699
Ptr02,0.292629092
Ptr02,0.143559715
Ptr02,0.193800553
Ptr02,0.196489397
Ptr02,0.135717942
Ptr02,0.20876704
Ptr02,0.173395954
Ptr02,0.276935611
Ptr02,0.258285296
Ptr02,0.218413306
Ptr02,0.172409256
Ptr02,0.172865231
Ptr02,0.229653032
Ptr02,0.222232712
Ptr02,0.165892137
Ptr02,0.173546649
Ptr02,0.276649907
Ptr02,0.18771818
Ptr02,0.203837861
Ptr02,0.128706092
Ptr02,0.17344636
Ptr02,0.155380344
Ptr02,0.23110249
Ptr02,0.282082953
Ptr02,0.217863723
Ptr02,0.204080641
Ptr02,0.135762512
Ptr02,0.257816725
Ptr02,0.260026216
Ptr02,0.250576642
Ptr02,0.245289002
Ptr02,0.201654414
Ptr02,0.175049331
Ptr02,0.20243139
Ptr02,0.236836743
Ptr02,0.273097816
Ptr02,0.241205491
Ptr02,0.155949477
Ptr02,0.216897339
Ptr02,0.12324942
Ptr02,0.192487273
Ptr02,0.292357702
Ptr02,0.185782184
Ptr02,0.257304986
Ptr02,0.233582219
Ptr02,0.198476512
Ptr02,0.250884761
Ptr02,0.153732227
Ptr02,0.189722272
Ptr02,0.210438353
Ptr02,0.142724289
Ptr02,0.269240662
Ptr02,0.159576813
Ptr02,0.232767671
Ptr02,0.2099054
Ptr02,0.200728984
Ptr02,0.319335708
Ptr02,0.183423208
Ptr02,0.258293143
Ptr02,0.223025515
Ptr02,0.226269812
Ptr02,0.121332115
Ptr02,0.208206713
Ptr02,0.222642793
Ptr02,0.239603123
Ptr02,0.280235911
Ptr02,0.276069544
Ptr02,0.26568612
Ptr02,0.165295928
Ptr02,0.156646092
Ptr02,0.228820686
Ptr02,0.159970271
Ptr02,0.150328774
Ptr02,0.191942989
Ptr02,0.156040704
Ptr02,0.194322858
Ptr02,0.216206301
Ptr02,0.136478329
Ptr02,0.20402934
Ptr02,0.194377662
Ptr02,0.214259288
Ptr02,0.203165222
Ptr02,0.165618446
Ptr02,0.2481613
Ptr02,0.222728744
Ptr02,0.226911315
Ptr02,0.182702765
Ptr02,0.267664736
Ptr02,0.153139715
Ptr02,0.197350031
Ptr02,0.208100005
Ptr02,0.343076756
Ptr02,0.140480604
Ptr02,0.351578774
Ptr02,0.315951574
Ptr02,0.185939505
Ptr02,0.24597139
Ptr02,0.224884864
Ptr02,0.153251569
Ptr02,0.299765155
Ptr02,0.177822807
Ptr02,0.140764784
Ptr02,0.253773816
Ptr02,0.23785116
Ptr02,0.238870459
Ptr02,0.178884887
Ptr02,0.103868096
Ptr02,0.238439704
Ptr02,0.209133523
Ptr02,0.144149714
Ptr02,0.170609763
Ptr02,0.238669491
Ptr02,0.247700642
Ptr02,0.199815946
Ptr02,0.144687535
Ptr02,0.229857282
Ptr02,0.239034411
Ptr02,0.247769677
Ptr02,0.221379424
Ptr02,0.209085048
Ptr02,0.206386646
Ptr02,0.125009198
Ptr02,0.256536526
Ptr02,0.18548358
Ptr02,0.154754496
Ptr02,0.191399613
Ptr02,0.206234941
Ptr02,0.233099977
Ptr02,0.248959549
Ptr02,0.228768208
Ptr02,0.15473699
Ptr02,0.220948993
Ptr02,0.145448233
Ptr02,0.219871074
Ptr02,0.124110785
Ptr02,0.160941141
Ptr02,0.209158168
Ptr02,0.222919022
Ptr02,0.14523946
Ptr02,0.171223268
Ptr02,0.280601529
Ptr02,0.231821644
Ptr02,0.115497089
Ptr02,0.174815037
Ptr02,0.128878076
Ptr02,0.172057299
Ptr02,0.118884601
Ptr02,0.189111783
Ptr02,0.197740532
Ptr02,0.238258806
Ptr02,0.259744792
Ptr02,0.214665619
Ptr02,0.263731866
Ptr02,0.121213667
Ptr02,0.222646302
Ptr02,0.117238583
Ptr02,0.170067728
Ptr02,0.205706545
Ptr02,0.314210611
Ptr02,0.259648735
Ptr02,0.215634234
Ptr02,0.164689937
Ptr02,0.183536656
Ptr02,0.186505349
Ptr02,0.215016012
Ptr02,0.177670783
Ptr02,0.214304575
Ptr02,0.141649516
Ptr02,0.152819461
Ptr02,0.221999868
Ptr02,0.255858513
Ptr02,0.17032264
Ptr02,0.207661803
Ptr02,0.179193042
Ptr02,0.171067675
Ptr02,0.219062976
Ptr02,0.248250074
Ptr02,0.217934469
Ptr02,0.183986484
Ptr02,0.143579039
Ptr02,0.158719691
Ptr02,0.226318137
Ptr02,0.221320084
Ptr02,0.226183299
Ptr02,0.11029545
Ptr02,0.174888283
Ptr02,0.212676221
Ptr02,0.302920583
Ptr02,0.222809823
Ptr02,0.16412378
Ptr02,0.211209661
Ptr02,0.23401558
Ptr02,0.264463212
Ptr02,0.159216346
Ptr02,0.170233956
Ptr02,0.122044682
Ptr02,0.216135581
Ptr02,0.23086942
Ptr02,0.241093342
Ptr02,0.29826445
Ptr02,0.144032157
Ptr02,0.183516296
Ptr02,0.22455626
Ptr02,0.218763605
Ptr02,0.141094058
Ptr02,0.266355911
Ptr02,0.215345584
Ptr02,0.239381111
Ptr02,0.144516418
Ptr02,0.175891548
Ptr02,0.248849357
Ptr02,0.261882512
Ptr02,0.212844329
Ptr02,0.264219061
Ptr02,0.189192184
Ptr02,0.249164285
Ptr02,0.254368859
Ptr02,0.150910295
Ptr02,0.174400697
Ptr02,0.215940759
Ptr02,0.256380629
Ptr02,0.235970167
Ptr02,0.147792817
Ptr02,0.353331517
Ptr02,0.183496875
Ptr02,0.242793617
Ptr02,0.264972303
Ptr02,0.197404264
Ptr02,0.262758692
Ptr02,0.222885734
Ptr02,0.211986886
Ptr02,0.159568865
Ptr02,0.279864151
Ptr02,0.189222476
Ptr02,0.234918928
Ptr02,0.239044827
Ptr02,0.350987825
Ptr02,0.211494539
Ptr02,0.141544546
Ptr02,0.195635745
Ptr02,0.198419492
Ptr02,0.300143692
Ptr02,0.148856218
Ptr02,0.257083173
Ptr02,0.223922365
Ptr02,0.200482472
Ptr02,0.208979292
Ptr02,0.287234538
Ptr02,0.240550066
Ptr02,0.187262637
Ptr02,0.216258258
Ptr02,0.224724338
Ptr02,0.230770122
Ptr02,0.117240574
Ptr02,0.19688849
Ptr02,0.256210159
Ptr02,0.202379757
Ptr02,0.247972705
Ptr02,0.206390102
Ptr02,0.320314037
Ptr02,0.125528451
Ptr02,0.123577663
Ptr02,0.146970544
Ptr02,0.232219428
Ptr02,0.167637337
Ptr02,0.21891806
Ptr02,0.296988138
Ptr02,0.185527575
Ptr02,0.256598289
Ptr02,0.235152741
Ptr02,0.250735955
Ptr02,0.170593545
Ptr02,0.199564398
Ptr02,0.229212445
Ptr02,0.237815115
Ptr02,0.213448306
Ptr02,0.220192724
Ptr02,0.159518042
Ptr02,0.26592047
Ptr02,0.13700998
Ptr02,0.156651752
Ptr02,0.225789226
Ptr02,0.255815369
Ptr02,0.150476774
Ptr02,0.112419809
Ptr02,0.241037205
Ptr02,0.122201778
Ptr02,0.133438927
Ptr02,0.270558834
Ptr02,0.235905964
Ptr02,0.168035966
Ptr02,0.168141852
Ptr02,0.261697961
Ptr02,0.1945549
Ptr02,0.169973069
Ptr02,0.249701008
Ptr02,0.228912229
Ptr02,0.235466585
Ptr02,0.184932151
Ptr02,0.221088356
Ptr02,0.1254092
Ptr02,0.256310855
Ptr02,0.204900279
Ptr02,0.154741834
Ptr02,0.209081243
Ptr02,0.203874481
Ptr02,0.184650498
Ptr02,0.221756959
Ptr02,0.194276599
Ptr02,0.134831192
Ptr02,0.180626765
Ptr02,0.144780111
Ptr02,0.24748316
Ptr02,0.277462115
Ptr02,0.14802689
Ptr02,0.202618402
Ptr02,0.186010356
Ptr02,0.215987222
Ptr02,0.169285604
Ptr02,0.212331721
Ptr02,0.157340658
Ptr02,0.214815889
Ptr02,0.260113584
Ptr02,0.121580969
Ptr02,0.216283054
Ptr02,0.182078306
Ptr02,0.158056068
Ptr02,0.235116446
Ptr02,0.231594107
Ptr02,0.223926677
Ptr02,0.12889337
Ptr02,0.148437224
Ptr02,0.220436408
Ptr02,0.158272988
Ptr02,0.116414507
Ptr02,0.276474791
Ptr02,0.198793332
Ptr02,0.218995404
Ptr02,0.218805748
Ptr02,0.209817411
Ptr02,0.138057111
Ptr02,0.105555064
Ptr02,0.269133332
Ptr02,0.174013547
Ptr02,0.096147212
Ptr02,0.12669989
Ptr02,0.219091445
Ptr02,0.250807388
Ptr02,0.148451206
Ptr02,0.205034105
Ptr02,0.228057778
Ptr02,0.20468377
Ptr02,0.184263722
Ptr02,0.235061827
Ptr02,0.192779502
Ptr02,0.162951285
Ptr02,0.21691272
Ptr02,0.228492677
Ptr02,0.181340408
Ptr02,0.176845258
Ptr02,0.23337197
Ptr02,0.183484379
Ptr02,0.193868954
Ptr02,0.283942189
Ptr02,0.164113935
Ptr02,0.22048261
Ptr02,0.194132057
Ptr02,0.22125518
Ptr02,0.211717514
Ptr02,0.263664069
Ptr02,0.128023968
Ptr02,0.227186131
Ptr02,0.221087027
Ptr02,0.204204179
Ptr02,0.2083004
Ptr02,0.275968639
Ptr02,0.153876507
Ptr02,0.180685252
Ptr02,0.207824975
Ptr02,0.270794679
Ptr02,0.195541772
Ptr02,0.199239304
Ptr02,0.142431196
Ptr02,0.221777527
Ptr02,0.256626434
Ptr02,0.123145208
Ptr02,0.125744185
Ptr02,0.185516916
Ptr02,0.215535401
Ptr02,0.301079654
Ptr02,0.232460324
Ptr02,0.127531096
Ptr02,0.242297058
Ptr02,0.240316723
Ptr02,0.157562538
Ptr02,0.1527877
Ptr02,0.215831486
Ptr02,0.259507029
Ptr02,0.150649283
Ptr02,0.233536855
Ptr02,0.162695734
Ptr02,0.227943055
Ptr02,0.258604041
Ptr02,0.192939761
Ptr02,0.205378825
Ptr02,0.244809852
Ptr02,0.183305426
Ptr02,0.282874792
Ptr02,0.274769254
Ptr02,0.23418486
Ptr02,0.21398041
Ptr02,0.198624118
Ptr02,0.204468228
Ptr02,0.222499079
Ptr02,0.263897122
Ptr02,0.205130019
Ptr02,0.192273166
Ptr02,0.285460352
Ptr02,0.154341196
Ptr02,0.222532664
Ptr02,0.176095233
Ptr02,0.17612324
Ptr02,0.162065195
Ptr02,0.149880513
Ptr02,0.261269641
Ptr02,0.231171657
Ptr02,0.276215404
Ptr02,0.181361112
Ptr02,0.150507857
Ptr02,0.218204912
Ptr02,0.149925868
Ptr02,0.113627106
Ptr02,0.138678843
Ptr02,0.170465596
Ptr02,0.124189
Ptr02,0.153831749
Ptr02,0.200207621
Ptr02,0.210681238
Ptr02,0.202945943
Ptr02,0.136205648
Ptr02,0.134525126
Ptr02,0.12058695
Ptr02,0.299614471
Ptr02,0.190538402
Ptr02,0.166610658
Ptr02,0.192316694
Ptr02,0.16043234
Ptr02,0.161807286
Ptr02,0.22645104
Ptr02,0.279449675
Ptr02,0.208254021
Ptr02,0.177731517
Ptr02,0.154407983
Ptr02,0.159150089
Ptr02,0.246187478
Ptr02,0.264119048
Ptr02,0.224582632
Ptr02,0.236997741
Ptr02,0.20581597
Ptr02,0.115779326
Ptr02,0.297369283
Ptr02,0.215447361
Ptr02,0.225386922
Ptr02,0.235401958
Ptr02,0.168183329
Ptr02,0.193347728
Ptr02,0.306442387
Ptr02,0.269679419
Ptr02,0.220811666
Ptr02,0.235852711
Ptr02,0.144336311
Ptr02,0.231554729
Ptr02,0.233512914
Ptr02,0.217306015
Ptr02,0.204113974
Ptr02,0.208206782
Ptr02,0.191775505
Ptr02,0.13523438
Ptr02,0.208635243
Ptr02,0.249376029
Ptr02,0.167780734
Ptr02,0.26143112
Ptr02,0.1287772
Ptr02,0.202313971
Ptr02,0.260156684
Ptr02,0.18794041
Ptr02,0.179820117
Ptr02,0.23570999
Ptr02,0.22372774
Ptr02,0.247493515
Ptr02,0.164527168
Ptr02,0.29805337
Ptr02,0.240224007
Ptr02,0.235702641
Ptr02,0.279222883
Ptr02,0.247593673
Ptr02,0.293342028
Ptr02,0.293162568
Ptr02,0.223826005
Ptr02,0.269497095
Ptr02,0.218054146
Ptr02,0.187196682
Ptr02,0.294035187
Ptr02,0.242700187
Ptr02,0.236536551
Ptr02,0.176048293
Ptr02,0.183229358
Ptr02,0.170423448
Ptr02,0.26803492
Ptr02,0.133291323
Ptr02,0.114265943
Ptr02,0.148953756
Ptr02,0.229170311
Ptr02,0.21919785
Ptr02,0.239348665
Ptr02,0.266951189
Ptr02,0.259767158
Ptr02,0.258256573
Ptr02,0.270892755
Ptr02,0.226779017
Ptr02,0.192444479
Ptr02,0.108416977
Ptr02,0.266158827
Ptr02,0.227091843
Ptr02,0.157280874
Ptr02,0.207731273
Ptr02,0.236855087
Ptr02,0.260643525
Ptr02,0.148910192
Ptr02,0.270611213
Ptr02,0.265156146
Ptr02,0.217157615
Ptr02,0.208021003
Ptr02,0.228786054
Ptr02,0.195016553
Ptr02,0.132827306
Ptr02,0.159023151
Ptr02,0.214858768
Ptr02,0.260088357
Ptr02,0.20432998
Ptr02,0.182538466
Ptr02,0.281608993
Ptr02,0.168612304
Ptr02,0.199375525
Ptr02,0.285156628
Ptr02,0.13020707
Ptr02,0.182366401
Ptr02,0.143883483
Ptr02,0.210038514
Ptr02,0.192149125
Ptr02,0.236895812
Ptr02,0.167021952
Ptr02,0.232653467
Ptr02,0.228620795
Ptr02,0.245724447
Ptr02,0.264002295
Ptr02,0.280129623
Ptr02,0.253697352
Ptr02,0.108604783
Ptr02,0.236073565
Ptr02,0.186351938
Ptr02,0.233381707
Ptr02,0.218911353
Ptr02,0.152124428
Ptr02,0.206582621
Ptr02,0.162893717
Ptr02,0.260611556
Ptr02,0.247644811
Ptr02,0.153011555
Ptr02,0.126873309
Ptr02,0.217760306
Ptr02,0.128862541
Ptr02,0.180805907
Ptr02,0.233767981
Ptr02,0.111486441
Ptr02,0.154455435
Ptr02,0.214624495
Ptr02,0.121230202
Ptr02,0.192290872
Ptr02,0.141095487
Ptr02,0.224828314
Ptr02,0.194167972
Ptr02,0.208524906
Ptr02,0.175798302
Ptr02,0.235858649
Ptr02,0.170971323
Ptr02,0.283028983
Ptr02,0.196971712
Ptr02,0.160377185
Ptr02,0.241562019
Ptr02,0.16372877
Ptr02,0.158383572
Ptr02,0.092690748
Ptr02,0.255427952
Ptr02,0.268218205
Ptr03,0.106510045
Ptr03,0.123537405
Ptr03,0.166083968
Ptr03,0.145717142
Ptr03,0.153328369
Ptr03,0.126799136
Ptr03,0.197038745
Ptr03,0.109554741
Ptr03,0.134628053
Ptr03,0.134965796
Ptr03,0.1258178
Ptr03,0.080327139
Ptr03,0.163288309
Ptr03,0.116915087
Ptr03,0.151260749
Ptr03,0.079222455
Ptr03,0.149323818
Ptr03,0.143489403
Ptr03,0.133236191
Ptr03,0.115831985
Ptr03,0.11169897
Ptr03,0.174711926
Ptr03,0.148337926
Ptr03,0.100940575
Ptr03,0.142645766
Ptr03,0.160046902
Ptr03,0.131425464
Ptr03,0.133087653
Ptr03,0.143191577
Ptr03,0.134774163
Ptr03,0.097641214
Ptr03,0.14595527
Ptr03,0.163124717
Ptr03,0.138385554
Ptr03,0.126864549
Ptr03,0.124169578
Ptr03,0.140951061
Ptr03,0.165333951
Ptr03,0.143219261
Ptr03,0.151578274
Ptr03,0.13488243
Ptr03,0.163580154
Ptr03,0.131114882
Ptr03,0.08858069
Ptr03,0.184536651
Ptr03,0.148212262
Ptr03,0.121476329
Ptr03,0.11863337
Ptr03,0.128190689
Ptr03,0.156797481
Ptr03,0.064592037
Ptr03,0.145835908
Ptr03,0.054770431
Ptr03,0.162351029
Ptr03,0.130111079
Ptr03,0.127537142
Ptr03,0.144789012
Ptr03,0.157577034
Ptr03,0.139074623
Ptr03,0.069611171
Ptr03,0.120919015
Ptr03,0.12535725
Ptr03,0.107664018
Ptr03,0.116885256
Ptr03,0.14465991
Ptr03,0.130876341
Ptr03,0.143549889
Ptr03,0.142012188
Ptr03,0.139166243
Ptr03,0.163483527
Ptr03,0.118764461
Ptr03,0.12307065
Ptr03,0.194073759
Ptr03,0.142676901
Ptr03,0.155639634
Ptr03,0.100639459
Ptr03,0.122084294
Ptr03,0.144912855
Ptr03,0.147268389
Ptr03,0.084334296
Ptr03,0.164262602
Ptr03,0.129579946
Ptr03,0.113303787
Ptr03,0.15713299
Ptr03,0.136476654
Ptr03,0.13151938
Ptr03,0.121621491
Ptr03,0.12680741
Ptr03,0.1229691
Ptr03,0.154089537
Ptr03,0.147460221
Ptr03,0.134941468
Ptr03,0.162371291
Ptr03,0.084865742
Ptr03,0.135260046
Ptr03,0.141820394
Ptr03,0.133980023
Ptr03,0.157034256
Ptr03,0.160877445
Ptr03,0.17429759
Ptr03,0.129031647
Ptr03,0.11350471
Ptr03,0.16258652
Ptr03,0.123088219
Ptr03,0.137962845
Ptr03,0.126872645
Ptr03,0.115695149
Ptr03,0.158151217
Ptr03,0.128110002
Ptr03,0.082254022
Ptr03,0.119667178
Ptr03,0.156796089
Ptr03,0.140916874
Ptr03,0.122528443
Ptr03,0.097180377
Ptr03,0.063520917
Ptr03,0.164679717
Ptr03,0.111153438
Ptr03,0.155176129
Ptr03,0.182712745
Ptr03,0.169715189
Ptr03,0.130559426
Ptr03,0.162195468
Ptr03,0.126309586
Ptr03,0.124944207
Ptr03,0.113630533
Ptr03,0.195317064
Ptr03,0.124564326
Ptr03,0.100627092
Ptr03,0.122340217
Ptr03,0.168274631
Ptr03,0.17961093
Ptr03,0.114008253
Ptr03,0.112869878
Ptr03,0.105177915
Ptr03,0.131423715
Ptr03,0.12790756
Ptr03,0.065354695
Ptr03,0.125177092
Ptr03,0.116126763
Ptr03,0.131145384
Ptr03,0.153230631
Ptr03,0.147715267
Ptr03,0.117159988
Ptr03,0.161030427
Ptr03,0.121157832
Ptr03,0.167392021
Ptr03,0.111642073
Ptr03,0.134969163
Ptr03,0.135700125
Ptr03,0.141322868
Ptr03,0.123895315
Ptr03,0.13237984
Ptr03,0.110524092
Ptr03,0.075661671
Ptr03,0.12974021
Ptr03,0.128104423
Ptr03,0.118262073
Ptr03,0.144862328
Ptr03,0.158479512
Ptr03,0.141306836
Ptr03,0.170045608
Ptr03,0.11551842
Ptr03,0.070996385
Ptr03,0.118931813
Ptr03,0.154868406
Ptr03,0.095479539
Ptr03,0.126357883
Ptr03,0.134257017
Ptr03,0.173850873
Ptr03,0.118121159
Ptr03,0.117906641
Ptr03,0.175081202
Ptr03,0.148233275
Ptr03,0.124436339
Ptr03,0.172770764
Ptr03,0.085155936
Ptr03,0.138628669
Ptr03,0.120595624
Ptr03,0.119208864
Ptr03,0.120115417
Ptr03,0.125116902
Ptr03,0.151044067
Ptr03,0.111595621
Ptr03,0.141857374
Ptr03,0.179292066
Ptr03,0.119810858
Ptr03,0.128821698
Ptr03,0.136978301
Ptr03,0.137915192
Ptr03,0.143663006
Ptr03,0.126168824
Ptr03,0.159881336
Ptr03,0.109663002
Ptr03,0.151848532
Ptr03,0.144020183
Ptr03,0.155085673
Ptr03,0.147089957
Ptr03,0.088752222
Ptr03,0.116251523
Ptr03,0.153250393
Ptr03,0.169863026
Ptr03,0.134011752
Ptr03,0.152134131
Ptr03,0.120932866
Ptr03,0.159733477
Ptr03,0.090152553
Ptr03,0.123092355
Ptr03,0.128444055
Ptr03,0.138014251
Ptr03,0.124711424
Ptr03,0.138693945
Ptr03,0.16924892
Ptr03,0.14854894
Ptr03,0.123552774
Ptr03,0.19017165
Ptr03,0.148449706
Ptr03,0.137889785
Ptr03,0.132108038
Ptr03,0.155898758
Ptr03,0.16121674
Ptr03,0.161747198
Ptr03,0.101869462
Ptr03,0.127592236
Ptr03,0.129491947
Ptr03,0.135217221
Ptr03,0.131570644
Ptr03,0.162119274
Ptr03,0.125822785
Ptr03,0.173408638
Ptr03,0.139548325
Ptr03,0.127572107
Ptr03,0.112768555
Ptr03,0.145728346
Ptr03,0.142151406
Ptr03,0.090909548
Ptr03,0.114644154
Ptr03,0.124133581
Ptr03,0.152255374
Ptr03,0.154682979
Ptr03,0.135274918
Ptr03,0.122582389
Ptr03,0.145771912
Ptr03,0.176043798
Ptr03,0.128713942
Ptr03,0.096365922
Ptr03,0.121122602
Ptr03,0.11134178
Ptr03,0.120236896
Ptr03,0.141395541
Ptr03,0.17708729
Ptr03,0.120876019
Ptr03,0.154800012
Ptr03,0.111220467
Ptr03,0.138621418
Ptr03,0.119997614
Ptr03,0.128812489
Ptr03,0.154283311
Ptr03,0.132488323
Ptr03,0.09747912
Ptr03,0.121705977
Ptr03,0.152546294
Ptr03,0.140570903
Ptr03,0.133075156
Ptr03,0.090131125
Ptr03,0.140097099
Ptr03,0.098703411
Ptr03,0.145268232
Ptr03,0.132111413
Ptr03,0.146752464
Ptr03,0.119764456
Ptr03,0.166239203
Ptr03,0.110571859
Ptr03,0.162335045
Ptr03,0.153296583
Ptr03,0.171424782
Ptr03,0.119949941
Ptr03,0.144972195
Ptr03,0.132896024
Ptr03,0.134659701
Ptr03,0.161037658
Ptr03,0.120373093
Ptr03,0.124847217
Ptr03,0.095498579
Ptr03,0.147286109
Ptr03,0.132790844
Ptr03,0.12888567
Ptr03,0.152746073
Ptr03,0.152744712
Ptr03,0.161117916
Ptr03,0.113709658
Ptr03,0.158319527
Ptr03,0.130410359
Ptr03,0.143154555
Ptr03,0.130034384
Ptr03,0.160851779
Ptr03,0.1464018
Ptr03,0.157974515
Ptr03,0.12050876
Ptr03,0.119173171
Ptr03,0.17907855
Ptr03,0.143973336
Ptr03,0.109799811
Ptr03,0.086234723
Ptr03,0.124551657
Ptr03,0.123266839
Ptr03,0.159212971
Ptr03,0.152787176
Ptr03,0.145886787
Ptr03,0.129501443
Ptr03,0.157127302
Ptr03,0.127925457
Ptr03,0.163950977
Ptr03,0.108124226
Ptr03,0.109565276
Ptr03,0.137609626
Ptr03,0.132385312
Ptr03,0.172059951
Ptr03,0.118640573
Ptr03,0.188120251
Ptr03,0.153645591
Ptr03,0.152122082
Ptr03,0.102343421
Ptr03,0.162559913
Ptr03,0.16905505
Ptr03,0.118244104
Ptr03,0.147024042
Ptr03,0.076262864
Ptr03,0.150790558
Ptr03,0.134561444
Ptr03,0.115521021
Ptr03,0.139730519
Ptr03,0.145139037
Ptr03,0.132406983
Ptr03,0.179324737
Ptr03,0.105793621
Ptr03,0.164791567
Ptr03,0.157037406
Ptr03,0.119814643
Ptr03,0.055631028
Ptr03,0.15436826
Ptr03,0.155574854
Ptr03,0.125237004
Ptr03,0.125318838
Ptr03,0.117117077
Ptr03,0.104704424
Ptr03,0.080474312
Ptr03,0.117874075
Ptr03,0.151207859
Ptr03,0.154621574
Ptr03,0.1030965
Ptr03,0.106307487
Ptr03,0.147378763
Ptr03,0.107255131
Ptr03,0.126276865
Ptr03,0.140912645
Ptr03,0.110919939
Ptr03,0.140453367
Ptr03,0.126930514
Ptr03,0.146587976
Ptr03,0.14614763
Ptr03,0.137345594
Ptr03,0.139497647
Ptr03,0.114436792
Ptr03,0.157327446
Ptr03,0.135349155
Ptr03,0.140361676
Ptr03,0.104077118
Ptr03,0.171846089
Ptr03,0.146240027
Ptr03,0.152885778
Ptr03,0.102179314
Ptr03,0.135446975
Ptr03,0.1578256
Ptr03,0.092648335
Ptr03,0.112674378
Ptr03,0.176109693
Ptr03,0.135512005
Ptr03,0.112852197
Ptr03,0.13126656
Ptr03,0.125423698
Ptr03,0.11289697
Ptr03,0.123298734
Ptr03,0.120892065
Ptr03,0.120972165
Ptr03,0.156614189
Ptr03,0.141131524
Ptr03,0.115723794
Ptr03,0.05769766
Ptr03,0.11738997
Ptr03,0.104904117
Ptr03,0.147152554
Ptr03,0.135932621
Ptr03,0.120292886
Ptr03,0.15715357
Ptr03,0.16396078
Ptr03,0.130371525
