Cluster,Ray scUPlcmUP
#03,1.97375225
#04,0.914300815
#05,0
#06,1.82608631
#03,1.780933577
#06,0
#03,2.139939729
#07,0
#07,0.647386575
#01,0
#01,2.860024964
#03,1.002952089
#03,1.059989486
#07,0
#01,0.699400886
#02,1.291422471
#05,0.867251079
#01,1.494764692
#01,1.102180395
#02,2.479926402
#08,5
#02,0
#01,0.841887019
#03,1.74505263
#06,0
#05,0.944834365
#01,0
#03,1.807380938
#03,2.916854223
#05,3.176262462
#01,1.601828732
#06,0.678409842
#02,4.459540155
#05,1.464271291
#06,0.464867934
#06,1.277214462
#08,5
#06,1.702758689
#06,1.554686221
#01,0
#01,1.127523752
#01,1.165135971
#03,1.643082008
#04,1.324964978
#05,1.872603027
#01,0.764526221
#05,0
#04,0
#06,0.742248243
#07,1.331523804
#03,2.094958133
#04,0
#07,0.21582569
#05,2.644320908
#04,0
#04,0
#03,1.354035233
#04,1.708552328
#03,2.090021479
#02,2.164887622
#06,0.712421686
#02,0.417699522
#02,0
#07,0
#03,3.278239096
#03,5
#04,1.950597376
#01,0
#02,1.711820486
#01,1.996632578
#02,4.234742654
#01,0
#01,2.703320736
#07,1.345301015
#02,0.547102572
#08,2.915969811
#04,1.530713147
#06,0.227343806
#06,0.606843101
#03,1.604020821
#01,0
#02,1.38284556
#02,0
#02,2.157954666
#03,2.312775795
#04,1.273511415
#02,0
#06,1.462684662
#08,5
#04,0.383709557
#02,1.979305881
#02,0.609791764
#04,1.530357518
#06,0.992223086
#07,0.60129248
#01,0.582329626
#01,2.907435935
#02,2.48756222
#01,0.975398027
#01,0.857334771
#04,1.689861207
#08,2.581519953
#02,4.620522306
#02,2.270245616
#03,1.488222881
#04,0.400873968
#07,1.419561476
#03,1.194860056
#05,0.287193679
#01,1.569736026
#03,0.727800634
#01,0
#07,0
#02,3.988579367
#03,1.348177254
#04,1.221167933
#05,0.302099481
#04,0.335967583
#04,1.197652217
#07,1.096029996
#04,0
#06,1.133967527
#06,1.720056737
#04,0
#01,0
#03,2.328938012
#01,1.275278002
#01,0
#01,0
#06,3.273373978
#03,4.13718453
#06,0.784121935
#03,2.032626339
#02,5
#02,1.849065108
#06,0.934144402
#06,1.537955811
#05,1.53285395
#01,0
#05,0.300248533
#05,0.96893557
#04,0.288403329
#01,0
#09,0.359985323
#02,0.804582384
#04,2.086360285
#01,1.741321907
#01,0
#01,3.470885288
#07,0
#01,0
#01,4.858368243
#07,1.155097584
#06,0.350145832
#02,0
#02,2.38197014
#03,1.928460608
#01,0.463700978
#01,0
#04,0
#06,0.715380232
#02,1.033915318
#03,0.9122281
#07,1.045323991
#07,0
#01,1.407052472
#01,1.213665317
#01,1.013903839
#02,1.39198684
#06,1.23690378
#06,0
#05,1.571317465
#07,0
#05,1.133315012
#06,2.311029901
#05,5
#02,0
#05,2.961120888
#03,0.776642245
#03,0.450984196
#03,1.709686466
#01,0
#01,0
#07,0
#02,2.609779213
#02,1.190331212
#06,0.949425147
#05,1.709484672
#07,0
#01,0
#05,2.85067517
#01,1.546879633
#01,0.905043032
#02,1.648831701
#04,0
#03,3.533360532
#03,1.90160911
#01,2.271488308
#03,1.773948821
#04,2.95940148
#05,0.500415872
#07,0
#02,0.562766755
#03,1.053678758
#02,0.964664885
#02,0.588348543
#05,0.821751313
#01,0
#02,2.511957816
#04,3.400567838
#05,1.585746436
#01,0.635432558
#06,0.549528084
#04,2.851007729
#03,0.701119726
#01,1.02745247
#04,5
#02,0.506600276
#06,0.795267046
#02,0
#06,0.985500336
#07,0
#01,0.276854739
#02,3.045365392
#02,0
#01,1.145691217
#01,2.039285782
#01,0.542832143
#06,0.594706486
#02,0.602299817
#07,3.099361949
#03,2.74181126
#02,0
#04,1.276170136
#05,0.695504597
#06,0.295052918
#04,2.015167969
#05,0.766950283
#01,1.367247386
#04,1.661267143
#02,1.151791539
#01,0
#01,2.43029437
#08,2.670213546
#06,0.350271795
#03,2.067212856
#03,2.091845358
#07,0.432716424
#03,1.072093099
#05,0.624003667
#01,0
#02,5
#07,0
#02,0
#04,2.064342569
#03,1.660964143
#04,0.500212499
#01,2.503396344
#01,1.081093793
#04,1.789218882
#04,2.94294689
#07,0
#03,2.192548897
#06,1.669319172
#02,4.053665246
#01,0.641753253
#01,0
#01,0
#04,0
#01,0
#04,0.97883539
#01,0.382074084
#01,0
#04,0
#01,0
#01,1.288654716
#01,0
#01,1.915839697
#06,0.727183776
#02,0.342011629
#04,3.682762698
#01,0.809835912
#01,0
#07,0
#06,0.454389426
#02,0.509856377
#05,0.238769255
#03,1.527512922
#01,1.893676952
#01,2.449927788
#03,1.651824738
#03,1.333086603
#01,0
#03,0.458166256
#01,0.577135283
#06,1.066571775
#01,1.725438006
#03,0
#02,3.077134226
#03,2.266224848
#01,0.615869529
#04,0
#03,1.560371441
#01,2.785751699
#01,0.939808538
#03,0.936872946
#05,0
#06,0.264923416
#05,3.127658368
#05,0
#01,0
#04,0
#03,0.262554388
#03,1.116401854
#07,0
#03,2.895555044
#03,3.212793981
#02,1.062217945
#01,1.277688101
#03,1.084835878
#01,2.064105852
#01,0.635432558
#03,2.625003487
#02,2.075242716
#02,1.612449246
#01,1.280107919
#07,0.876660665
#05,1.089454337
#06,2.4444889
#01,1.234414187
#03,1.581909436
#01,0
#03,0.903033601
#03,0.482640118
#01,1.058144042
#02,1.846808166
#01,1.567855244
#01,0
#02,1.298062757
#05,1.652997675
#02,1.922539842
#03,1.007414482
#03,1.540708439
#01,1.007268
#08,5
#03,5
#07,0
#01,1.43486972
#07,0
#07,1.474752418
#04,1.168924033
#03,1.601463617
#05,0.390989565
#01,0.616403848
#03,1.214463694
#07,0
#01,0
#03,2.038271154
#02,0
#01,0.566236569
#03,1.862137577
#02,0.836614638
#03,3.22419235
#02,2.448788772
#03,5
#05,0
#05,0
#04,0.808114357
#05,2.0843328
#05,0
#02,0.485426827
#02,1.260015744
#05,2.951797342
#03,1.149646229
#02,2.437762276
#01,0
#01,0
#07,1.567855244
#08,0.791155752
#05,0.40369651
#06,0.555453529
#05,2.498669898
#01,1.315144097
#03,1.9672106
#03,1.96983499
#01,5
#04,3.156616419
#07,0
#07,0
#01,2.034184373
#02,2.238230551
#08,5
#05,0.836846686
#02,2.999078659
#01,1.051693234
#08,5
#02,5
#05,0.510970275
#02,5
#05,0
#02,1.386159922
#03,2.143655751
#01,0.912139536
#04,0.836863014
#05,0.681298868
#03,1.784588902
#01,0.584962501
#03,1.616529385
#01,1.024788549
#05,1.523681188
#03,1.521414887
#03,2.477947453
#03,3.497372661
#06,0.298090183
#01,0
#02,5
#06,0.427725057
#05,2.318025453
#07,1.351674647
#01,1.864581663
#03,1.886638954
#01,0
#03,0.718107383
#03,2.402636713
#03,2.973427085
#05,0
#01,2.426711127
#07,0
#04,0
#01,1.540224186
#08,5
#06,0.683104571
#02,1.969282187
#02,3.042904525
#06,1.625906572
#06,0.125030132
#07,0
#03,0.721746619
#01,0
#01,5
#06,0.267933205
#01,0.852293842
#04,0.949886502
#01,1.019879246
#05,0.325871284
#01,0
#07,0
#02,0
#04,1.849259034
#06,1.248107453
#06,0.324936049
#04,0.431780809
#07,1.524150259
#01,1.567501513
#01,0.828465199
#08,5
#04,0.495355597
#05,0.497252263
#02,0
#06,0.546159347
#03,1.853293252
#04,0
#04,1.652055548
#03,1.628279019
#01,1.186190056
#06,0.276425426
#08,5
#08,4.913448584
#01,0
#05,1.03462734
#01,1.718121058
#03,0.567613842
#03,2.368304328
#05,1.990714632
#02,0
#07,0
#01,0
#06,0.674092351
#03,2.676086894
#03,1.280812069
#02,0.839870456
#06,1.538114246
#01,1.918482481
#06,0.325096973
#03,3.393434195
#03,0.548576383
#02,2.257309514
#07,0.663674477
#07,0.36730297
#01,1.282537517
#03,1.062525161
#02,1.784020886
#01,0
#01,0
#01,0
#01,0
#01,1.198178789
#06,2.482891144
#05,1.802042881
#01,0
#02,0.681552474
#04,2.98992958
#07,0
#02,0.440979745
#02,2.459654752
#02,2.056206486
#01,1.471626564
#07,0
#03,0.748498026
#05,0.539749924
#01,4.787900797
#04,1.130446211
#08,5
#02,0
#04,0
#01,1.805016301
#07,0
#01,1.992995304
#02,0.318009178
#08,5
#02,3.011720709
#03,0.710205101
#03,1.313200005
#04,1.207669024
#03,1.343456912
#01,0
#06,0.657518554
#04,0.951369073
#07,0
#07,0
#02,1.185016129
#03,2.133893977
#03,2.35087541
#02,0
#01,0.757541956
#06,1.84471818
#08,5
#03,1.796041628
#03,2.881383641
#03,0.940443155
#06,0.566312173
#01,0
#01,0
#04,0
#03,1.50923517
#08,5
#06,1.383299699
#02,0.607187061
#01,0.60926901
#03,2.650586505
#08,0.883862057
#03,3.460441426
#04,0.440030897
#03,1.500901599
#07,0
#03,1.865077563
#02,1.630358598
#03,5
#03,0.25826563
#02,0.476844151
#01,0
#02,1.124749992
#01,0
#03,2.025756421
#01,1.139034886
#01,0.682537951
#02,0.592760871
#03,0.891195481
#04,0
#07,0.291738801
#01,1.140660407
#04,0.205508209
#05,0.28713633
#06,0.331637869
#01,2.178662656
#02,1.17732104
#06,2.882058586
#01,0.671218234
#05,2.81497178
#04,0.480407395
#09,1.038298157
#03,0.852298909
#10,1.166739169
#01,1.026689878
#02,5
#03,1.745333918
#07,0
#07,1.049113775
#04,1.304013252
#03,1.817060437
#07,0
#01,0
#06,1.013683713
#02,1.158497699
#01,0.600773016
#06,1.304112722
#01,5
#06,0
#06,2.480707376
#01,2.527290234
#08,5
#01,0
#06,0
#01,0
#04,1.5232689
#05,1.117197217
#01,1.963974898
#01,0
#01,0.857334771
#01,0.997840815
#01,0
#06,1.894774725
#01,2.82323598
#03,0.922506559
#01,0
#03,1.881202429
#03,2.879571792
#03,2.01214576
#01,0
#04,4.067350499
#06,1.652536644
#02,2.080497562
#01,0
#04,0
#06,0.995935931
#01,2.842152832
#01,1.343709537
#01,0
#02,0.365991419
#06,0
#02,0.886102478
#01,1.103064935
#06,4.651142397
#08,5
#08,5
#05,0.290701665
#01,5
#01,0
#09,0
#05,1.577036905
#08,5
#03,1.448247229
#07,1.621268298
#05,0.664723307
#03,2.454690043
#03,1.653552794
#01,1.396517411
#06,1.926979922
#02,2.89076221
#04,0
#05,1.858785662
#07,0
#05,1.021553784
#01,0.989300111
#02,2.25873242
#02,0
#04,0
#04,0.444402419
#02,1.022634295
#03,2.678633072
#01,0
#03,1.130622612
#01,0
#01,0
#02,1.125446372
#01,0
#02,0.964899582
#01,3.432182364
#01,0.53110726
#06,0.891086916
#02,3.348933401
#07,2.464741511
#04,1.219934135
#06,1.670368433
#03,0.948572971
#04,0.562976227
#02,0.464604714
#07,0
#04,1.461730735
#01,0.44634261
#02,0.538120507
#03,2.398736211
#01,0
#01,5
#08,5
#07,1.550933527
#01,0
#01,0
#03,3.203266709
#04,1.164938149
#03,1.717181798
#07,0
#01,0
#02,1.034491619
#03,1.341896368
#04,0
#08,5
#02,0.572033986
#02,0.563880592
#01,1.296406175
#01,1.30865495
#07,0
#02,2.541462514
#03,1.896547125
#02,1.006901991
#10,0.527962403
#01,1.540596667
#01,5
#01,2.29855359
#01,2.44245351
#03,3.390233036
#09,0.595144386
#01,1.611740316
#03,2.475382187
#04,0
#02,2.803255889
#03,2.879463347
#06,2.162230985
#01,0
#07,0.762458384
#06,0.239923427
#02,0
#02,1.03184798
#02,1.138124594
#04,0.650247563
#05,1.028838692
#01,0
#01,0
#07,0.690190835
#01,0
#02,4.02434929
#07,1.553905244
#05,2.849711366
#02,4.09248363
#01,2.281320814
#02,0.716408711
#03,2.567129037
#01,0.902702799
#01,0.976158901
#03,0.565447488
#08,2.315912096
#04,5
#03,0.748986494
#02,0.542728829
#02,2.165725514
#06,0.418619767
#04,1.097779902
#04,1.54203309
#03,2.13487059
#02,1.916671616
#05,0
#02,0.712796169
#01,0
#02,0.845756505
#02,2.464325683
#01,1.193457178
#04,0
#03,1.086956933
#07,0
#07,0
#02,0.479607023
#06,0.961708195
#02,0.439625506
#02,2.715848668
#02,5
#01,0
#08,5
#08,5
#06,1.423943027
#04,2.733517915
#01,0
#03,1.363806616
#02,2.515168381
#01,0.610315428
#01,0.990712998
#06,1.102493348
#07,0
#01,1.675646372
#04,3.035770365
#03,1.373442978
#05,0.613348598
#02,1.56187127
#05,1.692587878
#01,0.985585314
#01,1.741289539
#03,1.134148505
#03,1.498895568
#04,4.390992023
#04,0.9034142
#01,0
#03,2.299851255
#02,2.067258469
#03,1.750125822
#01,1.381225713
#06,0.601389297
#08,5
#05,1.741041893
#07,0
#05,0.6142722
#04,1.76928816
#01,1.015981066
#01,1.682548466
#03,2.218440936
#02,0.709398513
#07,0
#03,1.949078896
#01,1.004347653
#02,0.488246211
#01,0
#03,1.477075778
#02,0
#09,0.666013298
#04,1.950796054
#01,0.604604839
#02,0.804843866
#01,1.80657337
#02,0
#02,0.638846209
#03,1.188325935
#05,1.656059453
#03,0.904451998
#03,2.10371268
#01,0
#04,0.611891912
#01,1.489668926
#07,0
#07,0.828465199
#06,0.69682007
#02,0
#06,0.863075884
#02,1.384371234
#04,0
#05,2.813825425
#01,3.060032662
#03,2.51399596
#03,4.565748039
#01,1.120158763
#05,1.949592397
#03,0
#01,0
#04,0.613476685
#07,0
#02,1.653926201
#06,0.648725925
#01,1.525918146
#01,0.957919849
#03,1.58584742
#07,0.29710449
#03,0.776143796
#07,0
#04,4.629101691
#03,5
#01,1.050933761
#03,2.787390199
#04,3.368939433
#07,0
#08,0.979613785
#01,0.912139536
#03,2.027881699
#08,5
#04,0
#02,1.361689044
#05,0.910525468
#08,4.177064
#04,2.457414868
#06,1.285283659
#07,0
#01,2.235903217
#05,1.145300077
#07,0
#05,0
#01,0
#02,0
#05,2.399272756
#01,0
#03,0.720303509
#02,3.811143788
#07,0
#05,0.478729695
#04,1.270865115
#06,1.763819469
#01,3.417852515
#03,1.421677362
#07,0
#04,0.339424743
#06,0.410989998
#02,1.010690665
#06,0.350556779
#06,0.881928936
#05,1.476658436
#04,1.075429414
#01,0.709932786
#04,0
#05,0.36995463
#02,2.186804449
#07,0
#05,0.726220309
#05,1.679074298
#08,5
#01,0
#01,1.429316179
#03,1.277045557
#03,3.407691597
#02,0.609007975
#07,1.230139623
#01,2.7133704
#06,3.50687175
#05,5
#04,0.854413997
#02,2.334943685
#02,4.823404361
#05,0.273589721
#03,2.488786647
#01,1.53739305
#03,2.271991759
#02,0.608486584
#03,1.985218807
#03,1.258812952
#08,5
#04,0
#04,1.601500656
#01,2.464741511
#06,1.364999784
#01,0.870660954
#03,3.465226514
#02,0.960898305
#06,0
#02,0.583045298
#07,0
#05,0.258126633
#06,0.512027956
#01,0
#06,0.527221025
#06,0.980217388
#01,0
#06,0.331741373
#01,0
#07,0
#05,0.382430644
#03,2.081404767
#01,5
#07,0.871745509
#08,5
#05,5
#03,2.247493824
#02,3.51457599
#05,0.878496466
#07,0
#04,0
#07,0
#04,0
#04,1.814007045
#01,1.534825195
#06,1.833628062
#03,2.809436781
#07,2.013072517
#02,2.365214729
#06,1.085426096
#01,1.124749992
#09,0.85471996
#03,1.728781047
#03,1.799112231
#05,1.531580761
#01,0
#02,0.484603841
#02,1.792887854
#01,0
#01,0
#05,1.175941277
#02,1.493836803
#02,1.869526671
#02,2.351169599
#03,0.591037015
#06,1.195890051
#02,2.290011801
#03,1.691976367
#01,0
#02,0.508404015
#07,0.738956599
#07,1.351399875
#07,0.359122561
#01,1.296077969
#01,1.54075543
#04,1.350716518
#03,4.17794359
#04,0.879836873
#05,2.006397853
#02,1.72463824
#01,0
#06,0.809453462
#01,0
#01,1.651164714
#05,1.467284671
#03,3.018137031
#01,1.124644932
#02,0.434423101
#02,0.498640895
#04,0
#03,1.329551502
#03,0.690544446
#01,0
#05,0.666532944
#02,0
#08,5
#01,0
#01,0
#01,0
#06,0.579596731
#06,0
#04,0.878863562
#06,0.848363143
#07,1.468210254
#01,1.13876407
#01,0
#03,2.461907025
#06,1.299420593
#01,0
#05,1.278236062
#08,3.449195576
#01,0
#03,2.029331098
#03,0.717499772
#01,0
#03,1.346796967
#01,0
#02,1.061400545
#06,0.633617495
#02,1.229025514
#01,0
#01,1.896163315
#02,1.015922133
#01,5
#01,0
#06,1.978290384
#07,0
#01,0.906217854
#03,2.004988492
#01,0.791155752
#05,0.968791959
#01,0
#07,0.711361538
#01,1.964595997
#02,0.815199995
#05,1.28758255
#05,1.439337143
#05,1.96646043
#03,2.330313206
#02,0.666871284
#06,2.995900695
#01,1.040599621
#03,3.123215217
#01,0.763697711
#07,1.938421751
#02,1.07179248
#07,0
#01,0
#04,1.949136704
#06,0.528268062
#03,2.523641867
#07,0
#07,0.612419246
#01,2.988778596
#03,1.036035673
#08,5
#04,4.545886613
#03,3.212662776
#01,1.230495319
#02,2.900800036
#02,0.469639468
#04,1.080972845
#05,1.501540895
#02,0.86155323
#05,2.461879394
#01,0
#02,0.527571942
#02,1.290440801
#06,1.100277337
#02,0
#01,2.324084163
#01,0
#05,2.927988577
#02,5
#02,1.306448695
#02,0
#02,0.597994176
#03,1.398441121
#06,0
#04,0.93633393
#02,0.445786529
#06,0.231623297
#03,0.712499205
#05,0
#04,0
#08,5
#04,0
#03,3.241596387
#03,2.184282247
#01,0
#01,1.49645909
#01,0
#04,0
#03,1.832324096
#02,0.378345232
#05,1.069899701
#02,5
#06,2.375240901
#03,1.742238966
#07,0
#07,0.807509527
#01,0
#02,1.002168923
#05,0
#01,0.670900427
#04,0.22436779
#10,0.810069307
#02,0.587410973
#07,2.364158403
#04,1.195149505
#04,0.663053611
#05,0
#01,1.90971664
#04,0.584482003
#02,2.498266334
#01,1.11019521
#04,0.571460068
#02,2.766831253
#01,2.065128811
#01,1.61041097
#01,0
#04,1.202752438
#06,0.380657501
#03,1.489458152
#02,5
#01,1.011681805
#02,0
#07,0.719325763
#03,2.57989436
#02,0.497772083
#01,0
#01,1.56135686
#03,1.485364045
#01,0
#03,1.40267491
#05,0
#08,5
#05,1.114066951
#02,0.922374745
#01,1.464715417
#03,2.119126872
#02,1.635699148
#07,2.545104288
#03,3.499875783
#06,0.41509762
#06,0.666917534
#01,0
#02,1.156615106
#02,0.862880278
#01,0.608486584
#04,0.34251909
#02,1.114963529
#05,2.035657762
#07,0
#01,2.124772965
#10,0
#02,1.074214332
#01,0
#06,0.368340123
#03,1.518654868
#01,1.492637186
#02,2.850792502
#01,0.723376529
#04,0
#04,0.960898305
#07,0
#03,2.797794889
#04,0
#01,0.471031746
#07,0.308320596
#01,0
#03,0.578430916
#03,1.621468877
#01,1.562242424
#07,1.296077969
#05,2.695485135
#03,1.402514325
#06,2.238464433
#01,2.492752345
#04,1.24025193
#02,0.879139727
#02,1.032438237
#01,2.149277602
#01,0.373810198
#01,0.569517443
#06,0.604604839
#08,5
#07,0.194281921
#07,0
#01,0
#05,0.450310682
#07,0
#04,1.590271856
#05,2.385755004
#02,1.968748117
#05,2.144441049
#01,0
#03,2.969271235
#01,0
#10,1.223492665
#05,1.121073858
#04,0
#03,0.992948595
#02,2.219892667
#03,1.459017438
#07,0
#01,3.508841286
#01,2.550556003
#03,0.954877424
#06,1.413714697
#01,0.31639862
#06,0.977429371
#07,0.525434799
#02,5
#03,1.785729259
#01,1.254267213
#05,0.818158989
#04,0.990477226
#05,0.311529767
#07,0
#02,0.606668828
#07,0
#03,1.128505537
#01,0
#01,0
#04,1.029428875
#01,0
#06,0.537300868
#01,0
#03,1.47285682
#03,1.769940561
#08,5
#01,0
#05,0.697450874
#07,0
#01,0.9044568
#06,0
#01,0
#01,0.789823528
#01,0.579013234
#07,0
#01,1.053298226
#06,3.004502138
#01,1.226806023
#06,0.178779799
#02,0
#04,0
#02,1.122872034
#03,0.613897638
#01,2.511051143
#01,0
#02,0.580193257
#06,0.558912189
#02,5
#06,0.698995324
#04,0
#04,5
#05,0
#02,1.738781996
#06,0.641135103
#01,1.083089594
#03,3.166384344
#06,0.756221563
#01,1.177998302
#08,4.014049561
#03,3.93663595
#05,3.629189844
#02,2.884609789
#01,3.044773672
#06,0.325671409
#06,0.529202728
#02,1.678355449
#03,1.23781288
#04,2.743816435
#03,1.516806712
#02,1.171369502
#01,0
#05,5
#06,0.792524965
#06,1.857177039
#07,0
#01,1.318905839
#02,0.664919764
#07,0
#04,1.177998302
#02,0.869044786
#01,0
#03,0.982621443
#03,1.750453522
#05,0.672344312
#01,0
#04,1.193481588
#02,0.769956712
#03,2.149395055
#03,1.507555157
#03,0.858921607
#06,2.090713373
#05,2.244384345
#01,1.558657933
#08,1.411235788
#10,1.51887331
#01,0
#05,0.246034342
#01,0
#01,1.387811865
#06,0.245740275
#02,1.49231867
#02,1.645312285
#04,0.975622088
#05,2.091821548
#05,2.352862353
#03,1.095940058
#03,1.654685412
#03,0.993182395
#04,0
#01,0.504274655
#01,0
#03,1.393123409
#01,0
#05,1.730561922
#07,1.348002938
#04,0
#07,0
#03,1.939273605
#02,0.53509202
#01,0
#06,1.656770401
#09,0.77974862
#06,0.761844789
#03,1.053589276
#07,0.849024101
#05,0.419780211
#05,0.236766275
#06,0.525588354
#03,1.248357781
#08,5
#04,0.889721096
#01,2.77746075
#01,0
#01,0
#06,0.732762463
#04,1.175968978
#01,0.510585707
#02,0.449085495
#02,1.195201332
#05,1.238332871
#05,2.143533124
#03,2.840248376
#02,5
#05,0.354335292
#03,1.098027153
#06,0.836569564
#02,0.759992036
#03,1.398726389
#04,0
#06,0.376656408
#02,2.974377801
#08,5
#10,0.617834075
#01,0.641173368
#02,5
#07,0.373129651
#03,5
#01,0.909168735
#03,0.561212229
#05,0.838807715
#02,2.071480836
#02,2.093756835
#01,1.5232689
#03,1.983327223
#07,0.819758863
#07,0
#05,3.239903037
#02,1.558506871
#01,0
#05,0.91523819
#02,2.778906373
#01,1.381358932
#04,0
#03,2.751294163
#07,0
#06,0.628063885
#07,0
#07,0
#01,0
#03,0.84111711
#03,0.96885115
#05,0.426790027
#02,0
#03,2.137891109
#05,0.28351824
#07,0
#01,0
#02,0.576667722
#03,3.02405684
#01,0.579720663
#01,0
#01,1.256339753
#04,1.568313584
#07,2.361015929
#01,0
#02,0
#05,1.80806202
#04,1.223783824
#01,0
#03,1.241386551
#05,0
#01,0
#04,0.910868031
#07,0.700093091
#01,1.21042655
#01,2.346472509
#03,1.402469659
#01,0.511867119
#01,2.875948621
#02,2.202325939
#06,0.96739984
#07,0
#04,0.844930604
#01,0
#08,5
#03,0.870660954
#03,1.71044135
#03,1.949982883
#03,1.783691528
#02,0.335303873
#02,0
#07,0.574043404
#02,1.068180342
#07,0
#03,0.647962648
#03,2.623384827
#04,0.907986004
#05,1.085790058
#01,0
#02,2.587589595
#07,1.202940059
#05,0.96516367
#01,1.288654716
#04,0.466727311
#01,1.106618029
#01,0.649687386
#03,3.648176698
#01,0
#02,1.311875481
#05,0.445335122
#01,0
#01,0
#01,4.546132276
#01,0
#05,0.540497275
#03,3.122327943
#01,3.168876294
#05,1.846055983
#07,1.448955808
#06,0.52968688
#03,0.794716659
#06,0.702117224
#07,0
#08,5
#04,1.49645909
#02,0
#06,0.444955022
#03,5
#01,0
#02,0.449426225
#07,0
#02,1.613396228
#01,1.334220998
#02,1.260620326
#01,1.197652217
#03,0.964632498
#04,5
#01,3.207907802
#04,1.86450837
#03,2.061545021
#07,0
#03,2.480168884
#03,1.205633055
#06,1.096838266
#03,1.729290074
#01,2.438951919
#02,0.822881057
#03,0.783259324
#04,2.336083055
#01,0.970627589
#02,2.052618049
#04,0.590301328
#02,1.506927627
#03,1.826256067
#03,1.178505215
#01,0.742782921
#01,1.121073858
#03,2.549607565
#05,1.662743307
#01,0
#02,0.506061673
#02,0
#05,0.216507138
#04,1.738078644
#01,1.212583692
#05,0.682702479
#01,0
#02,1.448302117
#06,0.720731369
#01,0.830917448
#06,0.797897665
#09,1.22302752
#02,0
#06,0.858557905
#05,2.323553612
#01,0
#02,1.785566158
#03,1.244863951
#08,5
#04,0.91935198
#02,0.546159347
#01,0
#07,1.534825195
#03,2.343809895
#01,1.935406473
#05,1.540665138
#05,0.94885829
#03,3.771289167
#01,2.701610528
#01,2.445437351
#08,5
#02,1.4348398
#05,0.959549244
#04,2.6541063
#02,0.479804978
#02,4.215249714
#01,0
#01,0
#06,1.419924693
#07,1.989160834
#01,0.881077902
#05,0.154413177
#04,0.815002699
#01,0
#03,2.747559708
#03,1.23770706
#04,1.019128312
#04,1.223492665
#01,0
#04,0.953978213
#01,5
#04,5
#08,5
#01,0.860494614
#05,0.333126301
#03,0.518561275
#07,0
#02,1.851024161
#05,1.913419388
#01,1.842907297
#01,0.990712998
#03,0.376656408
#06,0.664064999
#02,1.572873499
#03,0.81116051
#02,2.281966061
#01,0.976083494
#06,1.209821346
#02,0.554013912
#02,0.526015918
#07,0
#05,1.97594142
#02,5
#06,1.136769734
#03,2.112486099
#02,0.77572106
#02,3.609145345
#04,0
#03,1.394038732
#06,0
#08,5
#03,0.894058597
#07,2.376513648
#07,1.834426442
#07,0
#07,0
#02,1.879384108
#07,0
#09,2.007176468
#03,1.045182967
#03,1.288313214
#04,4.464085867
#03,0.234528919
#06,0.175470493
#05,0.895756485
#01,0
#05,0.422317211
#07,0.520262558
#01,0
#04,1.552268903
#07,0
#01,0.865777288
#06,1.359065736
#03,1.922239283
#03,0.92370295
#03,2.034740541
#03,3.462267527
#04,3.323877016
#05,0.75510798
#01,5
#06,0.165059246
#02,1.74414685
#04,1.209209678
#02,0.51743332
#05,1.895945012
#01,0
#06,0.275687275
#03,1.98371904
#03,0.241858554
#01,0
#04,1.035617507
#04,0.359392336
#07,0.946194893
#03,2.106019522
#01,2.311634803
#06,1.298676868
#03,1.111452961
#04,0.733497045
#08,5
#02,2.195110031
#05,1.348776101
#02,3.453655364
#03,2.936811265
#07,0
#03,1.515842695
#02,1.086077782
#06,1.511392005
#02,3.048241391
#03,2.298304663
#04,2.117680131
#03,1.461994547
#06,2.146253903
#05,0.805641121
#03,1.922763545
#03,0.701385135
#06,0.723241876
#03,2.956561383
#03,2.797075579
#01,0
#07,0.979613798
#02,0
#07,0.612419246
#07,0
#03,3.048226903
#02,1.943971248
#05,1.149063202
#08,5
#02,0
#03,1.325075615
#01,1.298572698
#04,1.241386551
#06,0.428951214
#02,0.413241986
#06,0.332432389
#02,1.748938236
#08,1.245167736
#01,3.337605398
#03,0.486832399
#07,0
#01,0
#07,0
#08,2.752935541
#02,2.617958079
#07,0.638577011
#01,0
#07,1.346650524
#06,0.540773388
#03,0.589088645
#03,1.011853005
#01,0
#03,3.225137502
#03,1.113001287
#01,0
#01,0
#08,2.238490469
#01,0.746318593
#01,0
#04,0.297473357
#03,1.395143437
#05,0.999842699
#04,0.692554808
#01,1.18722249
#01,2.391469028
#04,2.907435935
#03,1.881126998
#05,0.616129544
#02,1.003188023
#03,1.908398531
#04,0
#01,0
#06,1.684804613
#02,5
#06,1.395423849
#06,1.968052748
#05,0.967182839
#06,0
#02,0.757338511
#02,4.230861908
#05,1.667491964
#02,1.906555527
#03,2.330965982
#01,1.151210186
#04,0
#07,0
#06,0
#04,0.468715887
#05,1.27267607
#05,2.063525604
#02,1.028981199
#03,2.097154607
#03,1.394122135
#04,0
#01,0.893179929
#01,0
#03,0.879455941
#07,0
#04,0.498293003
#03,1.12827635
#03,0.758515842
#02,1.680747331
#04,0.761511104
#01,0.990006031
#01,1.569699183
#04,1.795852307
#06,0.492405396
#01,0
#01,0
#03,2.03031658
#03,3.025952915
#04,5
#05,1.715776533
#01,5
#04,2.181630326
#01,2.563279497
#02,1.763030021
#01,0
#04,0.413719258
#05,2.353163396
#02,1.614785002
#01,5
#01,0.876827675
#05,0.4625015
#03,1.195355979
#03,2.023129159
#04,1.621090595
#02,1.800447631
#02,0.940443155
