Cluster,HD ZIP III
#06,1.698013976
#05,1.146120965
#01,2.179902144
#03,2.592037074
#03,1.733781382
#05,2.920861686
#01,1.494217952
#06,1.723518118
#02,1.376883847
#05,0.225598257
#06,1.583944846
#06,1.813963114
#08,0.380351689
#06,1.276722899
#06,1.422879947
#01,0
#01,0
#01,0
#03,1.602956571
#04,0
#05,0.914616295
#01,2.293578664
#05,0
#04,1.783941068
#06,1.130001409
#07,0
#03,1.646753766
#04,0
#07,0.21582569
#05,2.5723101
#04,1.799590035
#04,0
#03,0.545845669
#04,0.569517443
#03,1.068343222
#02,0.583523403
#06,1.043805331
#02,1.158921999
#02,0
#07,0
#03,1.600620762
#03,1.796294251
#04,0.283905021
#01,0
#02,1.168524152
#01,0.665544193
#02,0.457912038
#01,0
#01,0
#07,0
#02,1.604926982
#08,0
#04,0.765356574
#06,1.979480221
#06,1.007723247
#03,1.187050709
#01,0
#02,0.50480942
#02,2.658665799
#02,0.714718219
#03,3.215725289
#04,1.41172684
#02,0
#06,0.957919849
#08,0
#04,2.390576881
#02,0.578072713
#02,1.037085466
#04,1.530357518
#06,2.084180382
#07,0
#01,0
#01,0
#02,1.75989751
#01,0.975398027
#01,2.248759713
#04,0
#08,0.580306065
#02,0.709576513
#02,0
#03,1.141399666
#04,0.400873968
#07,0
#03,1.853318834
#05,0.731872226
#01,0
#03,0.971191095
#01,2.373936656
#07,0
#02,0
#03,1.597402195
#04,0.714503546
#05,0.55176177
#04,0.335967583
#04,0
#07,0
#04,1.4287038
#06,1.606491188
#06,1.540224186
#04,0
#01,0.979525883
#03,2.082588222
#01,0
#01,0.682537951
#01,2.642990876
#06,2.362493842
#03,2.523263586
#06,1.323229182
#03,1.968507404
#02,0.993693753
#02,0.924532554
#06,2.083534051
#06,3.188951159
#05,2.249165024
#01,0.996406735
#05,0.870179065
#05,1.937871141
#04,0.576806657
#01,0.606927832
#09,0.842078792
#02,1.486247992
#04,0
#01,0
#01,1.011681805
#01,0
#07,1.128451535
#01,2.543361876
#01,0
#07,0
#06,1.107242547
#02,0.485426827
#02,1.169925001
#03,1.94600729
#01,1.741460212
#01,1.966052668
#04,1.010943378
#06,2.44248182
#02,0
#03,1.25515078
#07,0
#07,0
#01,0
#01,0
#01,0
#02,0
#06,3.207975305
#06,2.95457522
#05,1.787291936
#07,0
#05,2.172537588
#06,2.003578052
#05,0
#02,0
#05,0
#03,2.74806105
#03,2.17901608
#03,1.310046386
#01,1.094285925
#01,3.583509072
#07,0
#02,0.463851355
#02,1.437974311
#06,1.791414316
#05,0.845887115
#07,0
#01,0
#05,0.780711707
#01,0
#01,0
#02,1.038254098
#04,0
#03,1.351014193
#03,0.629224883
#01,0.866886801
#03,2.430509975
#04,0
#05,1.229958204
#07,0.593750518
#02,0.562766755
#03,0.486087251
#02,0.50088873
#02,0
#05,0.53160207
#01,0
#02,1.059471312
#04,2.084517123
#05,1.319079189
#01,0
#06,1.513201392
#04,0
#03,1.702726003
#01,0.603322066
#04,0
#02,1.013200552
#06,1.233932336
#02,0
#06,1.083787183
#07,1.06024086
#01,0.276854739
#02,2.399522894
#02,0
#01,1.984379501
#01,0
#01,0
#06,1.525165457
#02,1.025928465
#07,0
#03,1.159844515
#02,0.570201546
#04,0
#05,0.695504597
#06,2.229231266
#04,0
#05,1.083870886
#01,1.367247386
#04,0.498640895
#02,0.315426274
#01,0.858385395
#01,1.00997586
#08,1.490166313
#06,1.40534143
#03,1.545485277
#03,1.257204508
#07,0
#03,1.922636436
#05,1.049658011
#01,0
#02,1.174283499
#07,0
#02,1.052495091
#04,0.711657003
#03,1.644035005
#04,0
#01,0
#01,0.77572106
#04,0.894609441
#04,1.471473445
#07,0
#03,1.577245459
#06,1.690243154
#02,0.6142722
#01,0
#01,2.013072517
#01,1.786013871
#04,0
#01,2.04843977
#04,0.97883539
#01,0.382074084
#01,1.000721889
#04,0
#01,2.114186691
#01,1.288654716
#01,0
#01,0.957919849
#06,1.745501453
#02,1.302304658
#04,0
#01,0.809835912
#01,1.337930194
#07,0
#06,1.927293619
#02,1.019712754
#05,0.238769255
#03,1.401771921
#01,0.946838476
#01,0
#03,1.52079034
#03,0.879969296
#01,4.044008813
#03,1.826272654
#01,1.390618893
#06,2.287018347
#01,1.106618029
#03,1.449272234
#02,0
#03,2.498176928
#01,0.615869529
#04,0.699055307
#03,0.934345431
#01,1.392875849
#01,0
#03,2.2198039
#05,0
#06,1.143676563
#05,1.688055994
#05,0.994976933
#01,0
#04,0.911751409
#03,0.525108775
#03,1.039763338
#07,0
#03,0.944189524
#03,1.134364955
#02,2.729555389
#01,1.277688101
#03,1.894557616
#01,0
#01,0
#03,1.825862747
#02,0.742589898
#02,0.963653267
#01,0
#07,0
#05,1.937028747
#06,1.217527692
#01,1.665307695
#03,1.828894903
#01,0
#03,1.674407086
#03,0.965280237
#01,0
#02,0
#01,3.135710489
#01,0
#02,0.704382011
#05,0.298616507
#02,1.73810613
#03,0.683636336
#03,1.633275984
#01,2.014536001
#08,0.794506553
#03,1.651637078
#07,0
#01,2.869739439
#07,0
#07,0
#04,1.168924033
#03,2.794865563
#05,0.90357892
#01,1.232807696
#03,2.623955508
#07,2.079226691
#01,1.567855244
#03,2.230864489
#02,1.384663953
#01,2.232198821
#03,1.882905955
#02,0.478119971
#03,3.018513447
#02,0
#03,2.871990591
#05,0.750187943
#05,2.001527006
#04,0.285086979
#05,0
#05,0.544698631
#02,0.485426827
#02,3.364168167
#05,0.75808502
#03,2.56507144
#02,1.322531829
#01,0
#01,0.924226144
#07,1.567855244
#08,0.791155752
#05,0
#06,1.953184918
#05,0.410460248
#01,0.478279933
#03,1.737505287
#03,1.889131636
#01,2.207265462
#04,0.872288832
#07,0
#07,0
#01,0
#02,0
#08,0
#05,0.278948895
#02,1.342018634
#01,0
#08,1.098657053
#02,0.457505172
#05,0.773533985
#02,0.428123961
#05,0
#02,0.462053307
#03,2.673559539
#01,1.115328013
#04,0
#05,0.138694139
#03,1.252565692
#01,1.169925001
#03,0.630914567
#01,2.820991012
#05,2.017239366
#03,1.281675893
#03,1.054133675
#03,2.28663162
#06,1.503921514
#01,1.025928465
#02,0
#06,1.934124018
#05,0
#07,0.450558216
#01,0.621527221
#03,0.467936789
#01,0
#03,2.120961227
#03,1.561059849
#03,1.515266988
#05,0
#01,0
#07,0
#04,1.368644594
#01,1.540224186
#08,0.84194087
#06,1.815491162
#02,0
#02,0.474313011
#06,2.103299227
#06,1.181056182
#07,0
#03,1.464507663
#01,0.660274281
#01,0.790267092
#06,1.014646776
#01,0.620035268
#04,1.306599285
#01,2.039758492
#05,0.325871284
#01,0
#07,0.797886581
#02,0.480692393
#04,0
#06,1.905168992
#06,1.806230432
#04,0.718685588
#07,3.048300518
#01,0
#01,0
#08,0.586408812
#04,0.990711194
#05,0
#02,0.505703247
#06,1.5472939
#03,0.903871351
#04,0
#04,1.348002938
#03,0.491404669
#01,1.186190056
#06,0.78678168
#08,0
#08,0.82033307
#01,1.078002512
#05,2.051634246
#01,0
#03,1.707626904
#03,1.679838422
#05,0.314116219
#02,1.021635914
#07,0.695618563
#01,1.716091182
#06,0
#03,2.756338788
#03,1.509564656
#02,0
#06,1.748928527
#01,1.530357518
#06,1.641176696
#03,1.585563859
#03,1.389151506
#02,0.564327379
#07,0
#07,0
#01,0
#03,1.546423854
#02,1.330463658
#01,0
#01,1.577308928
#01,0
#01,2.061526489
#01,2.880235273
#06,2.514508525
#05,2.16080947
#01,0.872288832
#02,0.681552474
#04,0
#07,0.75228848
#02,0
#02,0.605127481
#02,0.841381945
#01,0
#07,0
#03,1.871973161
#05,0
#01,0
#04,1.130446211
#08,0
#02,0
#04,0
#01,0
#07,0
#01,0
#02,0.896434223
#08,0.696645964
#02,0
#03,0.895205925
#03,2.035335876
#04,0
#03,1.482672719
#01,2.266229235
#06,2.158402707
#04,0.951369073
#07,0.723747092
#07,0
#02,0
#03,2.303115109
#03,2.925090305
#02,0.551868595
#01,0.757541956
#06,2.061888184
#08,0.442137477
#03,2.032576509
#03,1.79731017
#03,1.711575917
#06,1.662126067
#01,0.955600741
#01,1.569736026
#04,1.551147788
#03,0.857754703
#08,1.282968083
#06,1.92530644
#02,0.607187061
#01,1.218538021
#03,1.294261352
#08,0
#03,2.189444331
#04,0.919594426
#03,1.395797647
#07,0
#03,2.142038927
#02,0
#03,1.492326344
#03,2.753212159
#02,0.476844151
#01,0
#02,1.124749992
#01,0
#03,1.362649057
#01,1.139034886
#01,0
#02,0.592760871
#03,2.099891464
#04,0
#07,0.291738801
#01,2.281320814
#04,0.411016418
#05,1.198531287
#06,1.465434129
#01,0
#02,1.893364466
#06,1.523797218
#01,0
#05,2.607798855
#04,0
#09,1.79579376
#03,2.040555733
#10,0.171911654
#01,0
#02,0.372382808
#03,1.412618081
#07,0
#07,0.546348092
#04,0
#03,0.719234238
#07,1.468210254
#01,1.427171255
#06,2.409912317
#02,0
#01,1.201546031
#06,0.472003516
#01,1.297591958
#06,2.068119085
#06,2.64775648
#01,3.720682533
#08,1.535993705
#01,0
#06,1.009733835
#01,2.147602601
#04,0
#05,1.581731878
#01,0.569062297
#01,1.288654716
#01,0
#01,0
#01,0.980217388
#06,1.687477648
#01,0
#03,2.062168067
#01,0
#03,2.609728591
#03,1.623814236
#03,1.645312285
#01,0
#04,2.305194695
#06,2.794922245
#02,1.498071514
#01,0
#04,0.622344091
#06,4.149057749
#01,0
#01,0
#01,1.338596694
#02,0.731982838
#06,1.239006386
#02,2.451086322
#01,0
#06,1.027100358
#08,0
#08,0.876111717
#05,0.96642765
#01,0
#01,0
#09,1.269294864
#05,0.70357518
#08,0.61533615
#03,0.838782293
#07,0.599506666
#05,2.295502627
#03,1.065775268
#03,1.045654114
#01,0
#06,1.631428207
#02,0.239643811
#04,0
#05,1.63692089
#07,0
#05,0.885695967
#01,0.989300111
#02,1.131793586
#02,0
#04,0.521784312
#04,0
#02,0.511317148
#03,2.045668003
#01,0.827488458
#03,2.334399432
#01,2.879064122
#01,0
#02,0.40483676
#01,1.29359344
#02,1.684972092
#01,0.456596766
#01,2.12442904
#06,1.23600826
#02,1.076451834
#07,2.464741511
#04,0.441251603
#06,2.271840829
#03,1.551694187
#04,0.226467661
#02,0.464604714
#07,1.125089043
#04,1.461730735
#01,1.78537044
#02,0
#03,2.018254383
#01,0.837363676
#01,1.381358932
#08,0.256241933
#07,0
#01,0
#01,2.092231481
#03,1.155201577
#04,1.164938149
#03,1.065500744
#07,0
#01,2.929925449
#02,0.517245809
#03,1.131911676
#04,0.975398027
#08,1.222731
#02,0
#02,0.563880592
#01,0
#01,2.6173099
#07,0
#02,1.360661795
#03,1.587182606
#02,0
#10,0
#01,0.56724906
#01,0
#01,0
#01,0.939174807
#03,1.742087303
#09,0.931128076
#01,0.753091852
#03,2.438834269
#04,0
#02,1.433544043
#03,2.168571546
#06,2.34734515
#01,0
#07,0.762458384
#06,0.785525376
#02,2.121269997
#02,0.620954836
#02,0
#04,0.650247563
#05,0
#01,1.493074462
#01,0
#07,0
#01,1.553499603
#02,0.678849485
#07,0.976769961
#05,0.910206239
#02,1.873297408
#01,0
#02,2.983353895
#03,0.682235861
#01,0.902702799
#01,0.48807945
#03,0.970627589
#08,1.076573467
#04,0
#03,1.311456944
#02,0.296736539
#02,0.583762754
#06,1.289218944
#04,0
#04,0
#03,0.720150557
#02,2.266930176
#05,0.285030471
#02,0
#01,0
#02,2.610886055
#02,1.096519781
#01,0
#04,0.857859752
#03,1.353897204
#07,0
#07,0
#02,0.785196734
#06,1.321731592
#02,0.439625506
#02,1.05030287
#02,1.004132885
#01,0
#08,0
#08,0
#06,1.310309127
#04,1.284366172
#01,2.736638497
#03,1.398016942
#02,1.009683261
#01,1.220630856
#01,0
#06,1.420924765
#07,0
#01,2.022324452
#04,1.195550809
#03,1.221705832
#05,1.83424406
#02,1.56187127
#05,0.984787276
#01,0
#01,0
#03,2.118137536
#03,1.295467312
#04,1.40167484
#04,0.468066489
#01,3.430881697
#03,1.113538669
#02,0
#03,1.613222547
#01,0.727345272
#06,2.706325519
#08,0
#05,0.334951979
#07,0
#05,0.339585271
#04,0.141512456
#01,0.528484375
#01,1.269160866
#03,1.70257829
#02,0.3978699
#07,0
#03,0.780163331
#01,1.004347653
#02,0.488246211
#01,0
#03,1.761934822
#02,0
#09,0
#04,0
#01,0.604604839
#02,0.443278576
#01,1.80657337
#02,0
#02,0.319423105
#03,3.266591508
#05,2.505255724
#03,0.870257848
#03,1.163450816
#01,1.209486955
#04,2.593828696
#01,0.546997607
#07,0
#07,0.828465199
#06,1.215508774
#02,0
#06,1.603211064
#02,2.893066613
#04,0
#05,2.141100441
#01,0.800852086
#03,2.081697136
#03,0.447322738
#01,1.120158763
#05,1.626813037
#03,1.932401922
#01,0
#04,1.656039369
#07,0
#02,0.914964271
#06,1.426242788
#01,0
#01,0
#03,1.520898182
#07,0
#03,1.44286688
#07,0
#04,0
#03,1.443728407
#01,1.692687014
#03,2.118375745
#04,0
#07,0.54386748
#08,0.534156843
#01,0
#03,1.121889792
#08,0.198457535
#04,3.488867783
#02,0
#05,0.227631367
#08,1.179015738
#04,0
#06,1.736692131
#07,0
#01,0
#05,0.8357425
#07,0
#05,0.809214199
#01,2.005971653
#02,0.553368546
#05,2.513569352
#01,0.72935241
#03,1.179872095
#02,0.805658269
#07,0
#05,0
#04,1.075058064
#06,1.711060817
#01,0
#03,2.834593295
#07,0.728599917
#04,0.339424743
#06,1.370239117
#02,1.680639507
#06,1.90526062
#06,1.237225142
#05,1.768767047
#04,0
#01,3.313415602
#04,1.525918146
#05,0.36995463
#02,0.754104825
#07,0.847996907
#05,1.598336774
#05,1.310355567
#08,0
#01,0
#01,0.338903293
#03,1.03465751
#03,1.181465166
#02,0
#07,0
#01,0.9044568
#06,1.922229568
#05,0
#04,0
#02,1.133595155
#02,0.338784152
#05,0.273589721
#03,2.884742447
#01,0.768696525
#03,3.083838348
#02,0
#03,2.273034998
#03,1.109969647
#08,1.154123145
#04,0
#04,2.024842712
#01,0.743957668
#06,0.398422785
#01,0
#03,1.710914051
#02,0
#06,1.399759965
#02,0
#07,0
#05,0.834872229
#06,1.714171694
#01,1.031283204
#06,1.346283669
#06,0.980217388
#01,0
#06,2.274292267
#01,0
#07,0
#05,0.382430644
#03,0.758090131
#01,1.322396173
#07,0.871745509
#08,0
#05,0.61831945
#03,2.658225717
#02,1.865450209
#05,1.978120083
#07,0
#04,0
#07,0
#04,0.571345424
#04,0
#01,1.534825195
#06,0.489584453
#03,2.007414842
#07,0
#02,0
#06,1.466754118
#01,1.124749992
#09,0
#03,1.453304978
#03,1.754747253
#05,0.563657468
#01,1.352077706
#02,1.620535801
#02,0.496560871
#01,0
#01,0.530514717
#05,0.868412349
#02,0
#02,0
#02,0.838865895
#03,0
#06,2.07486329
#02,0
#03,1.687366756
#01,0
#02,0
#07,0
#07,0.675699938
#07,0.359122561
#01,1.296077969
#01,1.54075543
#04,0.827976533
#03,0.844930604
#04,0
#05,1.799690776
#02,0
#01,2.057715498
#06,1.509346183
#01,0
#01,0.485284333
#05,1.759877603
#03,1.390769782
#01,2.652872705
#02,0
#02,0
#04,0
#03,1.74555256
#03,1.934155899
#01,0
#05,0.875943633
#02,1.044138707
#08,0
#01,0
#01,0
#01,2.763458304
#06,1.978960678
#06,1.377565322
#04,0
#06,1.661311227
#07,0
#01,0
#01,1.041383921
#03,1.925024489
#06,1.404451315
#01,0
#05,0.743043648
#08,1.209724116
#01,0
#03,0.498119241
#03,1.194503024
#01,1.248240814
#03,1.54057034
#01,1.445799753
#02,5.307002723
#06,2.122602246
#02,1.229025514
#01,0
#01,0
#02,0.723851471
#01,1.71331089
#01,1.350499117
#06,1.367712782
#07,0
#01,1.812435707
#03,1.572141265
#01,2.881509486
#05,1.661178012
#01,0
#07,0.711361538
#01,2.543609231
#02,0.407599998
#05,0
#05,2.602828335
#05,2.198088795
#03,2.443841488
#02,0.937526709
#06,1.698597988
#01,1.040599621
#03,1.282003266
#01,0.763697711
#07,0
#02,1.07179248
#07,0
#01,0
#04,1.216378336
#06,1.629131377
#03,2.110672
#07,0.732568296
#07,0.612419246
#01,1.174957079
#03,2.054050841
#08,0.668526604
#04,0
#03,1.303173079
#01,0.840105592
#02,0.566572109
#02,0.939278937
#04,0.251018054
#05,1.847975294
#02,0.494156216
#05,1.105510473
#01,1.133595155
#02,0.527571942
#02,0
#06,1.868594464
#02,0.572954688
#01,1.752356411
#01,1.513636054
#05,1.29185327
#02,0.399834777
#02,0.653224348
#02,1.306043133
#02,1.195988353
#03,1.257116908
#06,1.126135078
#04,0
#02,0.785854301
#06,2.570583482
#03,1.377031968
#05,0
#04,0
#08,1.266918295
#04,2.039251576
#03,2.504613099
#03,1.278654859
#01,2.089937891
#01,1.49645909
#01,0
#04,0
#03,2.660052705
#02,0.378345232
#05,1.714625025
#02,0.577706628
#06,2.254379807
#03,2.344794016
#07,0
#07,0
#01,0
#02,0
#05,0.475259005
#01,0.670900427
#04,0.642860413
#10,0
#02,0
#07,1.182079202
#04,0.118058398
#04,1.115606706
#05,0.237665394
#01,1.504994196
#04,0.584482003
#02,0
#01,0
#04,0.644718244
#02,0.831425401
#01,0
#01,0
#01,1.57876095
#04,0.977240964
#06,2.606744738
#03,2.131255768
#02,0
#01,2.02336361
#02,1.339445546
#07,0
#03,1.12634365
#02,0
#01,0
#01,0
#03,2.300544077
#01,1.445799753
#03,1.388853567
#05,1.625045245
#08,0
#05,0.557033476
#02,0
#01,0
#03,0.739855283
#02,1.635699148
#07,0
#03,1.694563688
#06,1.663129549
#06,1.01033397
#01,0
#02,0
#02,0
#01,1.825459751
#04,0.401315907
#02,3.045529225
#05,1.203294337
#07,0.700093091
#01,0
#10,0
#02,0.537107166
#01,0
#06,1.663671665
#03,1.068804819
#01,0.746318593
#02,2.173384004
#01,0.723376529
#04,0
#04,1.274877259
#07,0.521212601
#03,0.84332968
#04,0
#01,0.471031746
#07,0
#01,1.807354922
#03,2.850569953
#03,1.602485328
#01,0
#07,1.296077969
#05,1.21962854
#03,3.276468871
#06,1.150457499
#01,0
#04,2.739232783
#02,0
#02,0
#01,1.074638801
#01,0.747620397
#01,1.546287404
#06,2.566303676
#08,0
#07,0.194281921
#07,0
#01,0
#05,0.286051059
#07,1.105727507
#04,0
#05,1.382643173
#02,0.740833412
#05,0.307134622
#01,0.818803076
#03,1.61390567
#01,1.14543044
#10,0
#05,1.461790793
#04,0
#03,0.772276162
#02,0.599254046
#03,1.341440866
#07,0
#01,1.754420643
#01,1.275278002
#03,2.185884519
#06,0.811499357
#01,0.31639862
#06,1.744248772
#07,0
#02,0.356951706
#03,2.20928511
#01,0.454565863
#05,0.838865895
#04,0.439356073
#05,0.542058254
#07,0
#02,0
#07,0.969950046
#03,1.238185616
#01,0
#01,1.365853238
#04,0.670386238
#01,1.298572698
#06,1.533791008
#01,0
#03,1.72828538
#03,2.182246095
#08,0.643207642
#01,0
#05,1.138819134
#07,0.821196847
#01,0
#06,0.474155715
#01,0
#01,1.579647057
#01,1.158026469
#07,1.00873481
#01,0
#06,1.809197209
#01,0
#06,1.122500765
#02,0.583045298
#04,0
#02,1.122872034
#03,1.238485672
#01,0
#01,0.652676819
#02,0
#06,1.34155326
#02,0.445231843
#06,0.79901982
#04,1.394330018
#04,0.410049169
#05,0.474706592
#02,0
#06,1.890180819
#01,1.083089594
#03,1.949871656
#06,0.427102565
#01,0
#08,0.5351466
#03,1.466205186
#05,0.387935994
#02,2.353960245
#01,3.044773672
#06,1.62016632
#06,1.685113669
#02,0
#03,0.918247688
#04,1.010797802
#03,1.459370416
#02,0
#01,0
#05,0.126057702
#06,1.153769665
#06,1.401650193
#07,0
#01,0
#02,1.035351961
#07,0
#04,0
#02,0.917990681
#01,0.5890793
#03,1.051328403
#03,0.770008616
#05,1.33133711
#01,0.966576998
#04,0.431023203
#02,1.539913424
#03,1.656431523
#03,1.389476789
#03,0.999159164
#06,2.123031899
#05,2.179571709
#01,0.779328967
#08,0
#10,0
#01,0
#05,1.58792291
#01,0.673451495
#01,0
#06,0.947482966
#02,0.548049101
#02,0.859966309
#04,0.650414725
#05,1.608713475
#05,0.637429921
#03,2.125548015
#03,2.625523409
#03,1.559480042
#04,1.226806023
#01,0
#01,0
#03,0.795449998
#01,2.475170771
#05,0.676506662
#07,1.348002938
#04,0
#07,0
#03,1.306591591
#02,0
#01,1.204003557
#06,1.820422778
#09,0.274582053
#06,1.350274437
#03,2.002001938
#07,0
#05,0.419780211
#05,1.286460435
#06,1.640418602
#03,1.411103126
#08,1.666307107
#04,2.132315619
#01,0.331741373
#01,1.646244476
#01,0
#06,1.683546527
#04,0
#01,1.53175712
#02,0
#02,0.895182568
#05,1.890474935
#05,0.987593738
#03,3.508100134
#02,0
#05,0.354335292
#03,2.878473044
#06,1.647749386
#02,0.759992036
#03,1.424148095
#04,0.549316306
#06,1.317099563
#02,0.439220867
#08,1.608770121
#10,0.563211755
#01,0
#02,0.576434229
#07,0
#03,1.938996382
#01,1.462537282
#03,1.092776037
#05,1.294604449
#02,1.53120953
#02,0
#01,0
#03,1.547183827
#07,0.819758863
#07,0
#05,0.346259126
#02,0.674703333
#01,0
#05,0.457619095
#02,0.438973927
#01,0
#04,0
#03,1.885777758
#07,0
#06,1.477951911
#07,0
#07,0
#01,0.830425806
#03,2.279309393
#03,2.631114548
#05,2.469607733
#02,0
#03,0.877577154
#05,1.073785332
#07,0
#01,0
#02,1.564207601
#03,1.93628816
#01,0.579720663
#01,0
#01,1.256339753
#04,0.578307553
#07,0.78351665
#01,1.329329896
#02,0.447598919
#05,0.654886914
#04,0.611891912
#01,0
#03,1.241386551
#05,0
#01,0.609007975
#04,0.910868031
#07,0
#01,0
#01,0.742013833
#03,1.782820266
#01,1.023734239
#01,0
#02,0
#06,1.143157365
#07,0
#04,0
#01,0.849024101
#08,1.55607439
#03,1.90983606
#03,1.90121047
#03,1.796736993
#03,1.874399905
#02,0.670607745
#02,0
#07,0
#02,0.534090171
#07,0
#03,2.251825479
#03,1.78996547
#04,0
#05,0.651029178
#01,0
#02,0.469948145
#07,0
#05,1.803731889
#01,1.288654716
#04,0.466727311
#01,0
#01,1.949062159
#03,1.830237411
#01,0
#02,0
#05,2.58704831
#01,2.217836372
#01,0
#01,0
#01,1.437974311
#05,0.497772083
#03,1.023398896
#01,0
#05,0
#07,0
#06,1.419880123
#03,1.941690708
#06,2.203115579
#07,0.450416402
#08,0
#04,1.49645909
#02,1.050869599
#06,1.488699258
#03,2.784615089
#01,0
#02,0.89885245
#07,0
#02,0
#01,0.667110499
#02,0.457034343
#01,0
#03,0.853505025
#04,0.644098333
#01,1.0337424
#04,1.882330511
#03,1.566221751
#07,0
#03,2.272761855
#03,2.87848312
#06,2.287924577
#03,1.319534122
#01,1.053298226
#02,0.9386624
#03,1.82323519
#04,1.265202288
#01,0.970627589
#02,0
#04,0
#02,1.474572483
#03,3.464858875
#03,1.87158118
#01,0
#01,0
#03,1.576861942
#05,1.253541522
#01,1.190331212
#02,0.506061673
#02,0.345633976
#05,0.216507138
#04,0.482016199
#01,1.861973666
#05,1.329329896
#01,0.714597781
#02,0.868694759
#06,0.930518769
#01,3.016643821
#06,1.549737858
#09,0.961046841
#02,0
#06,1.958897217
#05,1.934713368
#01,0
#02,0.372451591
#03,1.890129551
#08,1.472822057
#04,0
#02,0
#01,0
#07,0
#03,1.796659179
#01,0
#05,1.613318495
#05,1.082755023
#03,2.311577694
#01,0.738507759
#01,0
#08,1.082393474
#02,1.315144097
#05,0.319849748
#04,0.995926029
#02,1.439414934
#02,0.266493816
#01,2.349914157
#01,1.455312899
#06,1.077335479
#07,0
#01,0
#05,0.421055175
#04,0
#01,0
#03,2.798232659
#03,0.747702887
#04,0
#04,1.223492665
#01,0
#04,0.953978213
#01,1.020560409
#04,0.629237102
#08,0
#01,0.860494614
#05,1.164371844
#03,1.03712255
#07,0.840877495
#02,0
#05,2.680337858
#01,0
#01,1.572566499
#03,1.232088557
#06,1.314895037
#02,1.034346571
#03,1.970048262
#02,0.480530799
#01,0
#06,1.842733802
#02,0
#02,0.526015918
#07,0
#05,0.98797071
#02,0
#06,1.782362565
#03,1.829449988
#02,1.856814853
#02,0.984227445
#04,1.506713959
#03,1.044996704
#06,1.012209941
#08,0
#03,2.02504186
#07,0
#07,0
#07,0
#07,0.753494196
#02,0
#07,1.078846885
#09,0.715140078
#03,0.935037678
#03,1.959689133
#04,0
#03,0.613123793
#06,1.965124729
#05,0.298585495
#01,0
#05,0
#07,0.520262558
#01,0.845950167
#04,0.531216352
#07,1.882312221
#01,1.639965346
#06,1.063195023
#03,1.750979077
#03,1.496198141
#03,0.975337404
#03,0.318079575
#04,0
#05,0.75510798
#01,2.139239463
#06,2.300574217
#02,0.928907689
#04,0
#02,0
#05,0
#01,0
#06,0
#03,1.082688311
#03,1.498327762
#01,0
#04,0
#04,2.697158989
#07,0
#03,2.27124655
#01,0.517245809
#06,2.389057611
#03,1.475922216
#04,0
#08,0
#02,0
#05,1.66020345
#02,0.52140303
#03,0.92082601
#07,0
#03,0.989355061
#02,0
#06,2.16925373
#02,0
#03,1.034546916
#04,0
#03,1.699838797
#06,2.018493031
#05,1.220335102
#03,1.262822328
#03,2.422724559
#06,1.639410285
#03,0.898637312
#03,1.201631448
#01,0
#07,0
#02,0
#07,0.612419246
#07,0.348740255
#03,0.906217854
#02,0.566346823
#05,0.403128805
#08,1.146832332
#02,0.523699205
#03,0.938162676
#01,0
#04,1.241386551
#06,0.714688106
#02,2.294667369
#06,2.427452098
#02,0.502500341
#08,2.922317253
#01,1.13687435
#03,1.381537308
#07,0
#01,0
#07,0
#08,0
#02,1.478562634
#07,0
#01,0
#07,1.346650524
#06,1.991674247
#03,1.56069836
#03,1.886540769
#01,0
#03,1.646090435
#03,0.241696099
#01,0.946838476
#01,1.084796473
#08,0
#01,0
#01,0
#04,0
#03,1.842786565
#05,1.498135702
#04,0
#01,0
#01,0
#04,0
#03,1.462355605
#05,0.691286904
#02,0
#03,2.34996124
#04,0.929773864
#01,1.103064935
#06,2.947639823
#02,0.644867669
#06,1.753274667
#06,1.668459632
#05,1.287971958
#06,0.360566083
#02,1.185142758
#02,0.454565863
#05,1.042773743
#02,0.869039322
#03,2.586755231
#01,1.151210186
#04,0
#07,0
#06,0
#04,0.468715887
#05,0.513062836
#05,0.436054842
#02,1.028981199
#03,1.660888947
#03,0.900008645
#04,0
#01,1.02927002
#01,0
#03,0.979218332
#07,0
#04,0.270553612
#03,2.342515878
#03,3.675303574
#02,1.57351248
#04,0.380755552
#01,0
#01,0.392424796
#04,0.653458948
#06,1.44944641
#01,1.159012727
#01,0.750088216
#03,0.987178409
#03,1.763134372
#04,0
#05,0.386605782
#01,0
#04,0
#01,0.990712998
#02,1.10275574
#01,1.377801767
#04,1.148575088
#05,3.076356569
#02,0.428316021
#01,0
#01,2.697395668
#05,0.812176093
#03,2.104980032
#03,0
#04,0
#02,0.775659082
#02,2.031507867
#05,0.790711166
#03,1.045027407
#04,0
#01,0.562544522
#01,1.268593815
#02,1.054753859
#01,2.319777857
#07,0
#02,0
#01,1.437974311
#01,0
#03,1.549957386
#01,0
#01,2.907820453
#04,0.257065954
#02,0
#06,0.806942536
#01,1.345301015
#02,1.172692714
#07,0
#06,2.50209716
#07,0
#01,2.204800644
#01,0
#03,1.81352191
#01,1.017629894
#01,1.83115913
#01,0
#07,0
#05,0.988595237
#01,0.762458384
#01,0
#07,0.952671792
#04,0.999279193
#02,1.616497103
#05,2.932528559
#02,1.220903324
#01,0
#01,0.944269569
#07,0
#02,1.405464148
#02,1.561288312
#01,0.330216066
#05,1.008092534
#05,1.242756022
#01,0
#02,0
#07,0.738700993
